,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count
0,01001,17423.0,45.0,56714.0,30430.0,1462.0
1,01002,29970.0,23.2,48923.0,26072.0,8351.0
2,01003,11296.0,19.9,2499.0,3829.0,54.0
3,01005,5228.0,44.1,70568.0,32169.0,230.0
4,01007,14888.0,42.5,80502.0,36359.0,1410.0
5,01008,1194.0,48.5,67250.0,34505.0,49.0
6,01009,237.0,62.2,-666666666.0,26150.0,105.0
7,01010,3718.0,46.6,83273.0,38693.0,95.0
8,01011,1523.0,41.0,74722.0,29951.0,110.0
9,01012,528.0,50.5,60417.0,34032.0,60.0
10,01013,22943.0,35.0,40876.0,21677.0,4233.0
11,01020,30629.0,44.5,57851.0,29705.0,3166.0
12,01022,2528.0,41.1,44701.0,26605.0,644.0
13,01026,1018.0,51.2,50924.0,28269.0,45.0
14,01027,17872.0,45.1,61217.0,33598.0,1774.0
15,01028,16063.0,46.0,83003.0,39282.0,677.0
16,01029,760.0,47.9,54375.0,32415.0,96.0
17,01030,11278.0,44.9,64874.0,32812.0,1124.0
18,01031,1192.0,43.2,39327.0,26153.0,268.0
19,01032,590.0,49.3,73750.0,36045.0,15.0
20,01033,6310.0,45.5,86951.0,39115.0,290.0
21,01034,2323.0,46.6,82159.0,32783.0,230.0
22,01035,5338.0,46.3,62634.0,40287.0,384.0
23,01036,5190.0,48.7,80375.0,38547.0,256.0
24,01037,755.0,50.3,80417.0,33913.0,86.0
25,01038,2853.0,50.7,65887.0,35804.0,157.0
26,01039,1194.0,54.0,74107.0,43845.0,78.0
27,01040,40280.0,34.4,38829.0,21897.0,11227.0
28,01050,2343.0,45.7,72386.0,29854.0,221.0
29,01053,1697.0,49.8,66528.0,30391.0,251.0
30,01054,1972.0,48.0,86771.0,45344.0,84.0
31,01056,21352.0,44.2,64537.0,31897.0,1124.0
32,01057,8773.0,45.5,74439.0,33763.0,496.0
33,01060,15407.0,35.0,56128.0,35487.0,2258.0
34,01062,10867.0,43.8,73913.0,39024.0,1445.0
35,01063,563.0,20.3,-666666666.0,3134.0,0.0
36,01066,12.0,-666666666.0,-666666666.0,,0.0
37,01068,1825.0,45.0,85052.0,34288.0,62.0
38,01069,8753.0,44.0,57994.0,30199.0,591.0
39,01070,562.0,52.7,55208.0,30773.0,60.0
40,01071,1271.0,47.9,70938.0,34924.0,17.0
41,01072,1542.0,46.8,75658.0,36704.0,187.0
42,01073,6081.0,48.4,90318.0,44278.0,251.0
43,01074,228.0,35.2,-666666666.0,16890.0,0.0
44,01075,17770.0,40.8,61821.0,30822.0,1524.0
45,01077,9650.0,45.7,76576.0,36861.0,554.0
46,01079,811.0,42.8,31778.0,24201.0,74.0
47,01080,2452.0,33.5,51023.0,23489.0,773.0
48,01081,1823.0,43.5,51182.0,25679.0,100.0
49,01082,10612.0,43.2,52178.0,27773.0,1434.0
50,01083,3148.0,36.3,45954.0,22559.0,245.0
51,01084,154.0,61.5,68750.0,50727.0,0.0
52,01085,41479.0,39.0,63283.0,29597.0,3679.0
53,01086,690.0,19.2,-666666666.0,3293.0,0.0
54,01088,433.0,53.1,61875.0,34560.0,33.0
55,01089,28575.0,39.1,50649.0,28438.0,3733.0
56,01092,1191.0,46.8,77150.0,40211.0,176.0
57,01093,289.0,54.1,84167.0,48793.0,16.0
58,01094,347.0,53.7,18454.0,29174.0,26.0
59,01095,14569.0,47.6,95679.0,40989.0,547.0
60,01096,2564.0,44.3,73589.0,33768.0,224.0
61,01097,78.0,19.7,31250.0,9374.0,42.0
62,01098,1117.0,50.0,77083.0,41124.0,65.0
63,01103,2430.0,33.3,16760.0,21928.0,1333.0
64,01104,23183.0,35.2,28590.0,18983.0,7215.0
65,01105,11576.0,30.6,16455.0,13855.0,6260.0
66,01106,15983.0,46.4,105822.0,52705.0,640.0
67,01107,11474.0,29.1,22956.0,13711.0,5176.0
68,01108,28449.0,31.4,36890.0,18466.0,8447.0
69,01109,30139.0,27.4,35076.0,14977.0,8147.0
70,01118,14293.0,38.6,60295.0,27870.0,2027.0
71,01119,13091.0,35.4,49083.0,22333.0,1952.0
72,01128,2695.0,47.6,70078.0,33845.0,58.0
73,01129,7220.0,41.5,60776.0,27405.0,1010.0
74,01151,9295.0,32.0,36541.0,16820.0,2611.0
75,01199,0.0,-666666666.0,-666666666.0,-666666666.0,0.0
76,01201,45001.0,43.4,45893.0,28433.0,7152.0
77,01220,8266.0,45.1,48422.0,27309.0,852.0
78,01222,829.0,49.2,76944.0,41175.0,45.0
79,01223,2247.0,52.2,72981.0,39324.0,129.0
80,01224,176.0,49.9,36324.0,23039.0,20.0
81,01225,3192.0,49.0,58145.0,32108.0,154.0
82,01226,6885.0,47.2,57202.0,32405.0,732.0
83,01229,102.0,62.8,27083.0,19587.0,5.0
84,01230,8195.0,49.4,59702.0,35371.0,439.0
85,01235,2666.0,47.6,60718.0,32438.0,185.0
86,01236,1422.0,42.3,80385.0,32117.0,20.0
87,01237,2755.0,43.3,83311.0,31664.0,123.0
88,01238,5950.0,48.7,63109.0,35946.0,607.0
89,01240,4592.0,58.3,54250.0,48764.0,353.0
90,01242,429.0,32.0,56840.0,25313.0,3.0
91,01243,381.0,56.4,76250.0,46979.0,26.0
92,01244,82.0,60.3,-666666666.0,51809.0,9.0
93,01245,870.0,54.7,66136.0,42633.0,106.0
94,01247,15725.0,44.4,38007.0,23957.0,2580.0
95,01253,734.0,51.9,71010.0,39333.0,20.0
96,01254,985.0,58.7,89583.0,67264.0,68.0
97,01255,869.0,50.5,67333.0,36881.0,36.0
98,01256,764.0,47.9,49000.0,27351.0,58.0
99,01257,2164.0,52.6,50688.0,34538.0,341.0
100,01258,359.0,63.0,65739.0,45881.0,29.0
101,01259,556.0,60.2,61125.0,56822.0,40.0
102,01260,545.0,42.9,101979.0,26842.0,26.0
103,01262,1196.0,54.3,45500.0,38899.0,164.0
104,01264,161.0,61.4,75417.0,45563.0,26.0
105,01266,1380.0,56.6,68542.0,46857.0,64.0
106,01267,7846.0,31.2,73085.0,30864.0,584.0
107,01270,814.0,51.2,71250.0,38157.0,70.0
108,01301,17730.0,42.6,49024.0,28633.0,2217.0
109,01330,1468.0,50.2,79118.0,40071.0,81.0
110,01331,13205.0,43.9,51750.0,25349.0,2020.0
111,01337,2598.0,50.6,65139.0,33697.0,188.0
112,01338,138.0,60.6,66375.0,25680.0,5.0
113,01339,1461.0,49.4,51346.0,31610.0,152.0
114,01340,1689.0,51.9,54063.0,29598.0,212.0
115,01341,1716.0,50.2,89688.0,44806.0,48.0
116,01342,1768.0,47.4,102219.0,46922.0,164.0
117,01343,46.0,59.1,83125.0,40280.0,0.0
118,01344,1582.0,41.6,61563.0,27271.0,201.0
119,01346,465.0,50.1,56500.0,33586.0,49.0
120,01347,133.0,38.9,39211.0,19143.0,22.0
121,01349,1106.0,42.1,60493.0,25594.0,47.0
122,01350,95.0,45.5,31750.0,22175.0,6.0
123,01351,2312.0,46.4,81833.0,39407.0,190.0
124,01354,1656.0,44.4,74167.0,33295.0,132.0
125,01355,915.0,51.5,68681.0,36187.0,56.0
126,01360,3006.0,45.7,63963.0,33157.0,127.0
127,01364,7832.0,46.5,37911.0,22077.0,1049.0
128,01366,1202.0,50.5,65774.0,35322.0,55.0
129,01367,686.0,42.2,50357.0,25178.0,151.0
130,01368,1363.0,48.3,67333.0,28429.0,138.0
131,01370,3879.0,51.4,54803.0,36488.0,378.0
132,01373,4184.0,46.8,71174.0,36138.0,234.0
133,01375,3673.0,27.7,53934.0,34286.0,645.0
134,01376,5101.0,43.8,41836.0,25130.0,1038.0
135,01378,734.0,54.8,56985.0,31262.0,64.0
136,01379,775.0,52.0,44750.0,29457.0,126.0
137,01420,40441.0,34.6,50617.0,23622.0,7368.0
138,01430,6171.0,42.3,86219.0,35860.0,375.0
139,01431,3196.0,45.4,89934.0,32514.0,246.0
140,01432,7594.0,38.8,77462.0,42565.0,899.0
141,01434,1716.0,43.0,54318.0,15055.0,150.0
142,01436,3823.0,40.8,77083.0,28266.0,328.0
143,01438,635.0,48.4,70028.0,27062.0,161.0
144,01440,20334.0,39.8,46410.0,24680.0,3637.0
145,01450,11182.0,45.1,117500.0,50656.0,441.0
146,01451,4629.0,47.6,140192.0,64234.0,201.0
147,01452,4537.0,44.5,84803.0,34042.0,223.0
148,01453,41336.0,40.8,56577.0,29527.0,5604.0
149,01460,9538.0,45.2,108704.0,49488.0,268.0
150,01462,11087.0,45.7,89706.0,40771.0,809.0
151,01463,12031.0,43.5,84980.0,37824.0,589.0
152,01464,7433.0,43.0,68864.0,29748.0,622.0
153,01467,560.0,51.0,131667.0,47052.0,84.0
154,01468,3704.0,47.7,62589.0,37560.0,201.0
155,01469,7430.0,39.3,81317.0,35376.0,373.0
156,01473,7480.0,44.7,96953.0,41812.0,210.0
157,01474,1939.0,46.2,98221.0,50984.0,52.0
158,01475,10613.0,42.3,61998.0,27530.0,1225.0
159,01501,16239.0,45.7,71976.0,35524.0,717.0
160,01503,3061.0,47.3,97614.0,47905.0,102.0
161,01504,9068.0,41.1,75544.0,33253.0,501.0
162,01505,4480.0,44.5,93197.0,47595.0,151.0
163,01506,3386.0,41.5,63906.0,34450.0,363.0
164,01507,13292.0,43.7,92227.0,37512.0,605.0
165,01510,13759.0,39.3,60755.0,30955.0,1354.0
166,01515,2259.0,42.2,80714.0,34639.0,106.0
167,01516,8689.0,41.5,88958.0,35436.0,268.0
168,01518,3009.0,43.0,53664.0,38091.0,179.0
169,01519,6548.0,42.3,114615.0,47905.0,273.0
170,01520,14880.0,41.5,99575.0,41699.0,490.0
171,01521,2374.0,45.1,75658.0,35363.0,120.0
172,01522,3380.0,41.7,102602.0,42394.0,248.0
173,01523,7811.0,38.2,97958.0,33078.0,521.0
174,01524,6649.0,45.1,60288.0,32164.0,530.0
175,01525,128.0,48.6,82361.0,40023.0,0.0
176,01527,13431.0,42.8,72566.0,34857.0,896.0
177,01529,3218.0,41.5,91250.0,34255.0,225.0
178,01531,1106.0,48.0,81389.0,36314.0,64.0
179,01532,14846.0,43.2,110147.0,46860.0,465.0
180,01534,6406.0,44.3,95238.0,44261.0,499.0
181,01535,4761.0,44.1,70873.0,30530.0,245.0
182,01536,7557.0,41.4,94766.0,41970.0,651.0
183,01537,2671.0,33.3,76114.0,28702.0,364.0
184,01540,10921.0,41.2,60852.0,29422.0,1046.0
185,01541,3451.0,45.8,121500.0,54940.0,226.0
186,01542,2366.0,47.0,94103.0,36454.0,27.0
187,01543,8402.0,39.5,95347.0,36917.0,182.0
188,01545,36103.0,40.8,99441.0,44402.0,1391.0
189,01550,16824.0,38.5,48762.0,24724.0,2728.0
190,01560,4504.0,36.8,80078.0,39644.0,339.0
191,01561,249.0,59.6,-666666666.0,31381.0,16.0
192,01562,11801.0,42.5,65858.0,30409.0,1320.0
193,01564,7954.0,44.9,104187.0,47551.0,433.0
194,01566,6442.0,43.1,98000.0,43514.0,162.0
195,01568,7532.0,40.8,115348.0,45515.0,361.0
196,01569,13881.0,39.4,90204.0,34655.0,1122.0
197,01570,16838.0,40.7,51229.0,26356.0,2170.0
198,01571,11608.0,38.0,62567.0,29785.0,948.0
199,01581,18706.0,40.1,106915.0,46782.0,857.0
200,01583,7602.0,38.8,74020.0,27467.0,389.0
201,01585,4606.0,49.1,61298.0,31640.0,316.0
202,01588,9731.0,38.5,60429.0,31274.0,791.0
203,01590,9184.0,44.0,99692.0,41891.0,186.0
204,01602,23812.0,40.3,62709.0,33417.0,2979.0
205,01603,20505.0,36.3,40967.0,22724.0,4471.0
206,01604,35866.0,34.8,50426.0,26263.0,6897.0
207,01605,28696.0,31.3,35446.0,20729.0,7360.0
208,01606,19258.0,40.4,65163.0,34426.0,1910.0
209,01607,8636.0,35.4,47068.0,25439.0,1695.0
210,01608,3511.0,27.5,18843.0,12874.0,1764.0
211,01609,19982.0,30.6,42863.0,27559.0,3933.0
212,01610,23919.0,28.3,31182.0,15359.0,7129.0
213,01611,2466.0,41.3,81971.0,34645.0,113.0
214,01612,4889.0,38.8,94135.0,37695.0,156.0
215,01701,32061.0,44.7,100788.0,47041.0,1442.0
216,01702,38781.0,34.3,51137.0,28353.0,6187.0
217,01718,526.0,41.1,131484.0,59295.0,56.0
218,01719,5287.0,41.6,103556.0,57192.0,247.0
219,01720,22638.0,43.4,131413.0,59593.0,651.0
220,01721,17420.0,42.1,103700.0,50097.0,655.0
221,01730,14018.0,43.3,117688.0,55262.0,385.0
222,01731,1957.0,21.6,84333.0,25069.0,94.0
223,01740,5113.0,42.3,151023.0,54767.0,79.0
224,01741,5125.0,49.6,167400.0,83920.0,113.0
225,01742,19448.0,45.9,137991.0,68106.0,919.0
226,01745,482.0,33.5,120766.0,34163.0,0.0
227,01746,14324.0,42.5,110295.0,48394.0,291.0
228,01747,5942.0,44.1,99792.0,41244.0,119.0
229,01748,16257.0,41.0,143190.0,60782.0,418.0
230,01749,19680.0,43.4,80574.0,38275.0,1270.0
231,01752,39545.0,39.6,72222.0,36782.0,2830.0
232,01754,10526.0,42.3,90134.0,46941.0,960.0
233,01756,5963.0,44.5,121298.0,47850.0,33.0
234,01757,28600.0,39.3,73117.0,35343.0,2167.0
235,01760,35133.0,40.9,104600.0,52377.0,1161.0
236,01770,4255.0,45.2,158250.0,73986.0,150.0
237,01772,9486.0,42.5,147216.0,64334.0,397.0
238,01773,4793.0,53.0,143505.0,91150.0,204.0
239,01775,7027.0,43.6,146799.0,55315.0,305.0
240,01776,18594.0,43.8,164013.0,73702.0,345.0
241,01778,13697.0,45.9,157005.0,75193.0,594.0
242,01801,39775.0,39.4,84479.0,37573.0,2791.0
243,01803,25698.0,42.5,92141.0,41548.0,1330.0
244,01810,34963.0,41.9,134627.0,59241.0,1494.0
245,01821,31780.0,40.7,100158.0,39661.0,1281.0
246,01824,25803.0,44.7,109638.0,48287.0,823.0
247,01826,30855.0,38.6,86884.0,35509.0,1759.0
248,01827,3310.0,46.3,118984.0,51292.0,78.0
249,01830,25882.0,39.9,57917.0,30606.0,3981.0
250,01832,23305.0,37.6,63078.0,30809.0,2788.0
251,01833,8514.0,44.3,106016.0,46138.0,175.0
252,01834,6681.0,45.0,96512.0,40327.0,111.0
253,01835,13153.0,38.5,71827.0,32897.0,1086.0
254,01840,5524.0,32.4,19855.0,17905.0,1827.0
255,01841,47836.0,31.8,34636.0,15783.0,12947.0
256,01843,25963.0,30.3,42707.0,19206.0,5915.0
257,01844,49057.0,38.9,72664.0,31514.0,4996.0
258,01845,29705.0,41.5,102008.0,48776.0,1546.0
259,01850,16394.0,29.6,42437.0,18918.0,3952.0
260,01851,30026.0,33.0,49583.0,23154.0,5791.0
261,01852,34332.0,36.2,50348.0,27264.0,6515.0
262,01854,29204.0,30.2,40229.0,19745.0,6319.0
263,01860,6695.0,46.4,77481.0,39796.0,371.0
264,01862,11134.0,39.9,102330.0,32881.0,438.0
265,01863,9103.0,43.5,80538.0,43825.0,352.0
266,01864,15476.0,44.2,119933.0,49810.0,487.0
267,01867,24935.0,42.1,110043.0,49200.0,671.0
268,01876,29692.0,44.8,93016.0,40781.0,1590.0
269,01879,12133.0,40.4,99325.0,44664.0,907.0
270,01880,26062.0,42.8,92474.0,43840.0,981.0
271,01886,23850.0,43.2,130739.0,50363.0,586.0
272,01887,23310.0,42.4,102301.0,41102.0,663.0
273,01890,22491.0,42.8,149321.0,71188.0,529.0
274,01901,1637.0,40.0,21905.0,18954.0,492.0
275,01902,47081.0,32.0,39654.0,21766.0,11359.0
276,01904,17103.0,38.0,86477.0,35988.0,1069.0
277,01905,26209.0,32.7,55185.0,23424.0,5410.0
278,01906,27773.0,45.2,78372.0,34944.0,2162.0
279,01907,14418.0,44.7,103064.0,53861.0,840.0
280,01908,3471.0,49.8,72625.0,52891.0,144.0
281,01913,17082.0,43.4,75861.0,37392.0,942.0
282,01915,40967.0,40.0,73839.0,42197.0,2946.0
283,01921,8198.0,45.6,153578.0,62718.0,171.0
284,01922,2829.0,48.3,86806.0,43321.0,141.0
285,01923,27419.0,45.0,79913.0,38374.0,1312.0
286,01929,3632.0,44.5,103750.0,49892.0,205.0
287,01930,29546.0,48.8,63917.0,39144.0,2402.0
288,01937,139.0,46.7,-666666666.0,15440.0,109.0
289,01938,13682.0,48.8,77788.0,44376.0,965.0
290,01940,13143.0,45.5,112151.0,52170.0,270.0
291,01944,5321.0,49.9,92604.0,60405.0,411.0
292,01945,20363.0,48.0,103148.0,62096.0,1163.0
293,01949,9514.0,41.5,106326.0,42162.0,349.0
294,01950,17837.0,48.9,87162.0,52667.0,1367.0
295,01951,4076.0,48.9,93040.0,50301.0,193.0
296,01952,8899.0,46.2,65903.0,32592.0,911.0
297,01960,51948.0,44.7,63822.0,34826.0,4211.0
298,01966,7167.0,52.3,68448.0,44610.0,368.0
299,01969,6145.0,45.3,85496.0,45105.0,292.0
300,01970,42650.0,36.3,61035.0,32747.0,6227.0
301,01982,8136.0,41.5,114907.0,48076.0,736.0
302,01983,6434.0,47.2,128283.0,52686.0,87.0
303,01984,5135.0,23.4,99375.0,44238.0,95.0
304,01985,4484.0,45.8,138947.0,58323.0,208.0
305,02019,16833.0,41.2,90630.0,43720.0,584.0
306,02021,22562.0,42.0,93672.0,49206.0,1417.0
307,02025,8316.0,43.0,128224.0,68458.0,386.0
308,02026,25272.0,42.4,87108.0,44792.0,1144.0
309,02030,5864.0,44.2,189265.0,101393.0,36.0
310,02032,4070.0,43.2,100658.0,52135.0,277.0
311,02035,17348.0,43.1,95665.0,44217.0,963.0
312,02038,32873.0,40.6,108815.0,46981.0,1322.0
313,02043,22901.0,45.4,118148.0,64920.0,1193.0
314,02045,10437.0,52.3,78114.0,45228.0,472.0
315,02047,47.0,48.6,-666666666.0,24349.0,0.0
316,02048,23615.0,37.5,102090.0,44193.0,613.0
317,02050,25961.0,45.1,84747.0,40594.0,1921.0
318,02052,12510.0,42.9,147630.0,66968.0,313.0
319,02053,13135.0,40.7,109865.0,46878.0,625.0
320,02054,8110.0,43.0,97591.0,43859.0,375.0
321,02056,11442.0,43.4,138452.0,43479.0,415.0
322,02061,10845.0,44.2,114560.0,52592.0,376.0
323,02062,29018.0,40.5,83883.0,41517.0,2334.0
324,02066,17978.0,46.1,110492.0,51277.0,685.0
325,02067,18066.0,42.8,129609.0,59180.0,345.0
326,02071,1686.0,38.7,105865.0,29221.0,29.0
327,02072,28260.0,43.2,75109.0,34191.0,2274.0
328,02081,19481.0,43.4,95592.0,47195.0,437.0
329,02090,15364.0,45.7,140355.0,66648.0,277.0
330,02093,11483.0,43.8,99924.0,44484.0,555.0
331,02108,4049.0,35.2,115042.0,93015.0,336.0
332,02109,4015.0,32.9,117344.0,90980.0,485.0
333,02110,2124.0,53.6,120800.0,154698.0,193.0
334,02111,7564.0,32.9,39670.0,49479.0,1628.0
335,02113,7495.0,30.2,86094.0,64452.0,791.0
336,02114,13001.0,31.3,86863.0,74971.0,1874.0
337,02115,28976.0,22.1,35274.0,24497.0,6260.0
338,02116,23004.0,33.9,100674.0,90004.0,2506.0
339,02118,27664.0,33.6,59589.0,55184.0,6728.0
340,02119,26833.0,35.2,30278.0,21110.0,8215.0
341,02120,15322.0,23.5,29592.0,17550.0,5876.0
342,02121,28029.0,31.2,26313.0,16834.0,9884.0
343,02122,24624.0,34.2,53103.0,26093.0,5066.0
344,02124,52986.0,34.2,50044.0,25768.0,11459.0
345,02125,36353.0,31.9,49683.0,26145.0,9118.0
346,02126,29531.0,37.5,47902.0,22365.0,6070.0
347,02127,36311.0,31.1,85336.0,51103.0,6108.0
348,02128,46208.0,33.7,52152.0,25582.0,8836.0
349,02129,18314.0,34.0,90674.0,61545.0,3445.0
350,02130,39316.0,33.9,79419.0,43418.0,6509.0
351,02131,32459.0,37.5,68655.0,35153.0,4137.0
352,02132,28292.0,44.3,91273.0,46057.0,1627.0
353,02134,17598.0,26.8,47485.0,31655.0,5103.0
354,02135,40513.0,29.5,57330.0,35324.0,8907.0
355,02136,31762.0,37.2,62114.0,28395.0,3414.0
356,02138,37067.0,28.2,84305.0,51614.0,3242.0
357,02139,36338.0,29.8,82953.0,46966.0,4269.0
358,02140,19604.0,34.1,85417.0,52962.0,2878.0
359,02141,13059.0,32.2,73322.0,45651.0,2216.0
360,02142,2807.0,31.2,113950.0,76414.0,328.0
361,02143,26800.0,31.8,80961.0,41141.0,3999.0
362,02144,24475.0,31.4,93234.0,50567.0,2965.0
363,02145,26006.0,34.2,62752.0,32566.0,3297.0
364,02148,60812.0,35.9,60045.0,28718.0,9300.0
365,02149,44496.0,34.9,52427.0,23608.0,6471.0
366,02150,38237.0,32.8,49643.0,22368.0,7272.0
367,02151,53172.0,39.0,51468.0,26785.0,6957.0
368,02152,18031.0,43.2,62997.0,38436.0,1669.0
369,02155,59348.0,34.9,79572.0,38060.0,5747.0
370,02163,2575.0,27.4,51500.0,32386.0,320.0
371,02169,55876.0,39.1,62157.0,35151.0,6535.0
372,02170,19574.0,38.5,71065.0,35669.0,1288.0
373,02171,17899.0,40.0,73280.0,37041.0,1700.0
374,02176,27787.0,40.7,87712.0,46307.0,1034.0
375,02180,21831.0,44.9,83783.0,42353.0,1036.0
376,02184,37066.0,41.8,85863.0,38345.0,2131.0
377,02186,27351.0,38.8,122516.0,50964.0,1076.0
378,02188,15347.0,40.2,75129.0,38148.0,897.0
379,02189,15076.0,40.7,51653.0,31718.0,2119.0
380,02190,16886.0,43.1,80139.0,38267.0,850.0
381,02191,8292.0,46.3,70731.0,36357.0,336.0
382,02199,1260.0,53.4,99250.0,107919.0,128.0
383,02203,0.0,-666666666.0,-666666666.0,-666666666.0,0.0
384,02210,2461.0,35.5,155313.0,112174.0,69.0
385,02215,24698.0,21.5,40115.0,23866.0,4703.0
386,02301,60659.0,35.1,44873.0,22328.0,12856.0
387,02302,34154.0,37.8,61527.0,24277.0,4089.0
388,02322,4476.0,44.8,68021.0,31929.0,325.0
389,02324,27381.0,35.2,85992.0,33264.0,1890.0
390,02330,11557.0,46.0,75260.0,33634.0,389.0
391,02332,15444.0,45.5,119428.0,54798.0,611.0
392,02333,14222.0,43.0,82823.0,35986.0,426.0
393,02338,7753.0,42.9,73119.0,31942.0,269.0
394,02339,14332.0,42.4,105635.0,47765.0,502.0
395,02341,10477.0,43.4,93517.0,36282.0,342.0
396,02343,10654.0,44.7,66815.0,33007.0,850.0
397,02346,24005.0,43.0,76968.0,34625.0,1835.0
398,02347,11230.0,44.3,93676.0,39968.0,482.0
399,02351,16196.0,41.1,76989.0,36037.0,513.0
400,02356,12498.0,41.8,109024.0,44983.0,434.0
401,02357,1234.0,19.8,-666666666.0,5165.0,33.0
402,02359,18166.0,41.0,93075.0,37886.0,733.0
403,02360,58024.0,44.6,80905.0,38848.0,3486.0
404,02364,13106.0,43.6,88694.0,36464.0,860.0
405,02366,192.0,41.4,-666666666.0,693.0,0.0
406,02367,2913.0,45.8,84602.0,35294.0,102.0
407,02368,33880.0,42.4,65473.0,30019.0,3878.0
408,02370,17725.0,41.2,70750.0,33438.0,1227.0
409,02375,10038.0,41.7,90313.0,39058.0,385.0
410,02379,7044.0,44.0,80709.0,33012.0,321.0
411,02382,14767.0,38.2,75898.0,33131.0,1061.0
412,02420,14325.0,45.9,156042.0,69249.0,376.0
413,02421,18611.0,44.1,149414.0,70587.0,772.0
414,02445,21029.0,34.7,102539.0,61379.0,2388.0
415,02446,29589.0,32.4,93750.0,59171.0,4316.0
416,02451,18130.0,37.9,91359.0,45311.0,1382.0
417,02452,15295.0,32.7,83283.0,35454.0,886.0
418,02453,29256.0,32.0,75550.0,36000.0,3261.0
419,02457,1622.0,20.1,-666666666.0,3223.0,0.0
420,02458,12868.0,41.4,100768.0,64707.0,569.0
421,02459,19020.0,42.5,150282.0,75385.0,877.0
422,02460,10125.0,39.1,121250.0,62871.0,506.0
423,02461,7267.0,43.9,156000.0,71487.0,145.0
424,02462,1419.0,53.5,106324.0,66911.0,69.0
425,02464,3136.0,40.8,95750.0,51315.0,171.0
426,02465,11875.0,44.0,133958.0,72530.0,334.0
427,02466,8573.0,34.5,107717.0,48080.0,401.0
428,02467,22048.0,23.1,108413.0,51951.0,871.0
429,02468,5485.0,47.8,190139.0,83115.0,65.0
430,02472,33874.0,38.1,91991.0,48679.0,2800.0
431,02474,27916.0,39.9,100157.0,52014.0,1254.0
432,02476,16492.0,44.6,96442.0,55468.0,998.0
433,02478,25548.0,41.3,114082.0,60018.0,1259.0
434,02481,16328.0,36.3,179655.0,88947.0,469.0
435,02482,10959.0,43.0,158468.0,77059.0,333.0
436,02492,20185.0,43.6,144898.0,69510.0,608.0
437,02493,11946.0,43.3,191744.0,94419.0,589.0
438,02494,9982.0,42.3,125481.0,62104.0,417.0
439,02532,12370.0,47.6,70574.0,37634.0,1068.0
440,02534,952.0,49.7,85234.0,34787.0,96.0
441,02535,1812.0,42.1,71667.0,42509.0,299.0
442,02536,19366.0,48.2,67471.0,36118.0,1237.0
443,02537,6249.0,48.7,95465.0,42247.0,297.0
444,02538,3228.0,35.6,65273.0,26105.0,283.0
445,02539,4247.0,49.0,70556.0,45627.0,231.0
446,02540,8635.0,57.2,64509.0,46396.0,611.0
447,02542,756.0,26.5,44405.0,16815.0,51.0
448,02543,935.0,47.3,71250.0,81410.0,119.0
449,02553,115.0,54.4,38947.0,18304.0,0.0
450,02554,10434.0,38.8,90469.0,46247.0,1040.0
451,02556,2621.0,60.9,80821.0,53270.0,97.0
452,02557,4647.0,44.7,57773.0,36789.0,560.0
453,02558,1243.0,47.2,46194.0,33091.0,285.0
454,02559,4243.0,53.4,75505.0,39119.0,189.0
455,02561,479.0,43.8,80938.0,32909.0,198.0
456,02562,3194.0,47.5,71042.0,39114.0,329.0
457,02563,9469.0,50.3,82041.0,39430.0,502.0
458,02564,250.0,48.1,59750.0,36008.0,43.0
459,02568,4072.0,39.0,46816.0,34833.0,423.0
460,02571,10628.0,44.3,58927.0,30745.0,1200.0
461,02575,2306.0,54.6,85469.0,43073.0,29.0
462,02576,5225.0,42.5,82029.0,32875.0,349.0
463,02584,10.0,-666666666.0,-666666666.0,,0.0
464,02601,14503.0,40.1,43052.0,24362.0,2752.0
465,02630,2355.0,45.0,81833.0,46263.0,491.0
466,02631,9782.0,54.7,67569.0,42804.0,465.0
467,02632,10293.0,51.3,71412.0,37671.0,429.0
468,02633,3859.0,58.2,62824.0,55159.0,641.0
469,02635,3486.0,53.9,63712.0,46612.0,204.0
470,02637,125.0,62.0,140179.0,69131.0,0.0
471,02638,3479.0,61.8,69375.0,40306.0,370.0
472,02639,2435.0,53.7,47600.0,35610.0,201.0
473,02641,236.0,71.5,-666666666.0,75538.0,17.0
474,02642,4898.0,58.3,57402.0,36095.0,284.0
475,02643,9.0,-666666666.0,-666666666.0,,0.0
476,02644,4829.0,36.7,93800.0,31209.0,257.0
477,02645,9457.0,51.5,76221.0,40905.0,686.0
478,02646,1888.0,59.3,66844.0,45957.0,145.0
479,02647,169.0,66.9,78050.0,53139.0,0.0
480,02648,6456.0,49.5,76364.0,37675.0,477.0
481,02649,14080.0,52.8,70995.0,40347.0,942.0
482,02650,1197.0,62.3,70771.0,35298.0,78.0
483,02651,26.0,-666666666.0,-666666666.0,,0.0
484,02652,781.0,57.8,60662.0,39799.0,53.0
485,02653,5879.0,60.5,49934.0,39627.0,442.0
486,02655,3465.0,57.0,68684.0,63120.0,162.0
487,02657,2962.0,57.0,42228.0,43984.0,391.0
488,02659,835.0,55.8,52118.0,40988.0,41.0
489,02660,6557.0,56.6,52650.0,36721.0,641.0
490,02663,120.0,72.2,60568.0,27363.0,0.0
491,02664,9049.0,51.8,52696.0,32171.0,868.0
492,02666,808.0,58.5,62439.0,33966.0,119.0
493,02667,3048.0,58.2,47115.0,35345.0,207.0
