clearance_date,clearance_status,council_district,go_census_tract,go_district,go_highest_offense_desc,go_location,go_location_zip,go_primary_key,go_report_date,go_x_coordinate,go_y_coordinate,highest_nibrs_ucr_offense_description
,,7,18.39,E,THEFT                         ,12400 N IH 35 NB                                                                                    ,78753,20165000671,5-Jan-16,3134822,10119507,Theft
14-Jan-16,N,9,16.05,B,THEFT                         ,1815 POLO RD                                                                                        ,78703,20168000173,3-Jan-16,3108433,10078035,Theft
6-Jan-16,O,5,13.03,D,BURGLARY OF VEHICLE           ,205 S LAMAR BLVD NB                                                                                 ,78704,201631305,4-Jan-16,3109829,10069195,Theft
11-Jan-16,N,2,24.11,F,SEXUAL ASSAULT OF CHILD/OBJECT,,78744,201631465,4-Jan-16,,,Rape
6-Jan-16,N,3,23.16,H,AUTO THEFT                    ,2200 S PLEASANT VALLEY RD                                                                           ,78741,201640112,4-Jan-16,3119913,10057599,Auto Theft
4-Jan-16,N,1,21.07,I,AUTO THEFT                    ,6103 MANOR RD                                                                                       ,78723,201640123,4-Jan-16,3134407,10085593,Auto Theft
8-Jan-16,N,3,20.03,D,THEFT                         ,901 W BEN WHITE BLVD SVRD EB                                                                        ,78745,201640153,4-Jan-16,3104865,10055683,Theft
6-Jan-16,N,5,24.07,F,AUTO THEFT                    ,11301 FARRAH LN                                                                                     ,78748,201640209,4-Jan-16,3097156,10023899,Auto Theft
9-Feb-16,N,1,21.07,C,BURGLARY NON RESIDENCE        ,3851 MANOR RD                                                                                       ,78723,201640218,4-Jan-16,3129437,10078856,Burglary
10-Jan-16,C,1,18.11,I,BURGLARY OF VEHICLE           ,7517 CAMERON RD                                                                                     ,78752,201640232,4-Jan-16,3130685,10093333,Theft
17-Mar-16,N,2,24.12,F,BURGLARY OF RESIDENCE         ,1905 E STASSNEY LN                                                                                  ,78744,201640292,4-Jan-16,3109720,10044310,Burglary
5-Apr-16,N,9,11,G,RAPE                          ,,78701,2016401090,9-Feb-16,,,Rape
13-Jan-16,N,3,21.11,C,BURGLARY NON RESIDENCE        ,4813 GONZALES ST                                                                                    ,78702,201640298,4-Jan-16,3128421,10066523,Burglary
8-Jan-16,C,5,17.13,D,AUTO THEFT                    ,6613 BOLEYNWOOD DR                                                                                  ,78745,201640370,4-Jan-16,3093437,10048107,Auto Theft
4-Jan-16,C,4,18.19,E,THEFT                         ,9414 N LAMAR BLVD                                                                                   ,78758,201640406,4-Jan-16,3127650,10106327,Theft
12-Jan-16,N,9,6.03,B,BURGLARY OF VEHICLE           ,2510 LEON ST                                                                                        ,78705,201640461,4-Jan-16,3112027,10078868,Theft
6-Jan-16,N,4,18.2,E,AUTO THEFT                    ,8917 RESEARCH BLVD SVRD NB                                                                          ,78758,201640507,4-Jan-16,3120397,10108361,Auto Theft
12-Jan-16,N,9,3.02,B,BURGLARY OF VEHICLE           ,3816 SPEEDWAY                                                                                       ,78751,201640518,4-Jan-16,3117042,10083058,Theft
25-Apr-16,O,1,21.09,C,SEXUAL ASSAULT W/ OBJECT      ,,78721,201640526,4-Jan-16,,,Rape
8-Mar-16,N,4,18.06,E,BURGLARY NON RESIDENCE        ,8227 N LAMAR BLVD                                                                                   ,78753,201640543,4-Jan-16,3124668,10101307,Burglary
6-Jan-16,N,4,21.05,I,AUTO THEFT                    ,1008 REINLI ST                                                                                      ,78723,201640577,4-Jan-16,3125424,10089289,Auto Theft
4-Jan-16,C,3,23.16,H,AGG ASSAULT                   ,2015 E RIVERSIDE DR                                                                                 ,78741,201640599,4-Jan-16,3119270,10060529,Agg Assault
20-Jan-16,N,1,18.33,E,THEFT                         ,10604 BLUFF BEND DR                                                                                 ,78753,201640622,4-Jan-16,3134155,10107951,Theft
9-Feb-16,N,4,21.05,I,THEFT                         ,1201 BROADMOOR DR                                                                                   ,78723,201640665,4-Jan-16,3125450,10086430,Theft
7-Jan-16,N,5,13.03,D,BURGLARY OF RESIDENCE         ,529 BARTON BLVD                                                                                     ,78704,201640693,4-Jan-16,3107291,10068652,Burglary
6-Jan-16,N,4,18.12,I,AUTO THEFT                    ,7607 BLESSING AVE                                                                                   ,78752,201640696,4-Jan-16,3129938,10094930,Auto Theft
6-Jan-16,C,6,204.06,A,AUTO THEFT                    ,13357 POND SPRINGS RD                                                                               ,78729,201640753,4-Jan-16,3100429,10136087,Auto Theft
7-Apr-16,N,4,18.21,E,THEFT FROM PERSON             ,1704 RUTLAND DR                                                                                     ,78758,201640763,4-Jan-16,3123373,10109907,Theft
12-Jan-16,N,7,2.05,I,AGG ASLT STRANGLE/SUFFOCATE   ,5606 ROOSEVELT AVE                                                                                  ,78756,201640803,4-Jan-16,3117069,10092590,Agg Assault
6-Jan-16,N,5,24.07,F,BURGLARY OF VEHICLE           ,104 MORNING PRIMROSE CT                                                                             ,78748,201640806,4-Jan-16,3095574,10025642,Theft
7-Jan-16,N,3,10,C,BURGLARY OF RESIDENCE         ,2615 CANTERBURY ST                                                                                  ,78702,201640844,4-Jan-16,3123172,10064945,Burglary
18-Jan-16,N,7,18.49,A,BURGLARY NON RESIDENCE        ,3625 DUVAL RD                                                                                       ,78759,201640868,4-Jan-16,3119520,10122990,Burglary
2-Feb-16,N,4,18.21,E,AUTO THEFT                    ,10300 GOLDEN MEADOW DR                                                                              ,78758,201640875,4-Jan-16,3123262,10111833,Auto Theft
4-Feb-16,N,7,18.26,E,THEFT                         ,12429 SCOFIELD FARMS DR                                                                             ,78758,201640887,4-Jan-16,3130785,10122809,Theft
14-Apr-16,C,5,24.21,F,THEFT BY SHOPLIFTING          ,9300 S IH 35 SVRD SB                                                                                ,78748,201640898,4-Jan-16,3100423,10033116,Theft
10-Jan-16,C,8,19.1,D,THEFT BY SHOPLIFTING          ,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746,201640962,4-Jan-16,3094135,10066586,Theft
14-Jan-16,N,7,18.39,E,THEFT                         ,12501 TECH RIDGE BLVD                                                                               ,78753,201640978,4-Jan-16,3138830,10118548,Theft
7-Jan-16,N,7,15.04,I,BURG NON RESIDENCE SHEDS      ,811 W ST JOHNS AVE                                                                                  ,78757,201640986,4-Jan-16,3121229,10096964,Burglary
7-Jan-16,N,1,18.35,E,BURGLARY OF RESIDENCE         ,12151 N IH 35 SVRD NB                                                                               ,78753,201640996,4-Jan-16,3135985,10117220,Burglary
8-Mar-16,N,1,8.02,C,BURGLARY OF RESIDENCE         ,1190 AIRPORT BLVD                                                                                   ,78702,201641026,4-Jan-16,3127441,10073641,Burglary
5-Jan-16,N,9,13.05,D,THEFT BY SHOPLIFTING          ,2110 S CONGRESS AVE                                                                                 ,78704,201641129,4-Jan-16,3111465,10061538,Theft
8-Feb-16,N,1,21.08,C,THEFT BY SHOPLIFTING          ,4607 LOYOLA LN                                                                                      ,78723,201641136,4-Jan-16,3137875,10086480,Theft
6-Jan-16,N,7,18.39,E,AUTO THEFT                    ,12501 TECH RIDGE BLVD                                                                               ,78753,201641140,4-Jan-16,3138830,10118548,Auto Theft
20-Jan-16,N,7,18.47,A,THEFT                         ,2601 SCOFIELD RIDGE PKWY                                                                            ,78727,201641151,4-Jan-16,3127388,10129508,Theft
7-Jan-16,N,10,2.04,B,BURGLARY OF RESIDENCE         ,4104 SHOAL CREEK BLVD                                                                               ,78756,201641153,4-Jan-16,3112262,10087056,Burglary
6-Jan-16,C,9,12,G,THEFT                         ,525 N LAMAR BLVD                                                                                    ,78703,201641169,4-Jan-16,3110741,10071581,Theft
7-Jan-16,N,3,23.14,H,BURGLARY OF RESIDENCE         ,2400 WICKERSHAM LN                                                                                  ,78741,201641228,4-Jan-16,3120814,10056202,Burglary
21-Jan-16,N,4,18.04,E,THEFT BY SHOPLIFTING          ,8007 GESSNER DR                                                                                     ,78753,201641234,4-Jan-16,3126553,10098524,Theft
,,1,21.12,I,BURGLARY OF RESIDENCE         ,6855 E US 290 HWY SVRD EB                                                                           ,78723,201641243,4-Jan-16,3131316,10090270,Burglary
18-Jan-16,C,7,15.01,B,THEFT                         ,2525 W ANDERSON LN                                                                                  ,78757,201641298,4-Jan-16,3116494,10102601,Theft
19-Jan-16,C,5,24.21,F,THEFT BY SHOPLIFTING          ,9500 S IH 35 SVRD SB                                                                                ,78748,201641314,4-Jan-16,3099459,10032098,Theft
6-Jan-16,N,9,23.08,D,BURGLARY OF VEHICLE           ,400 LONG BOW LN                                                                                     ,78704,201641448,4-Jan-16,3111434,10059218,Theft
8-Feb-16,N,2,24.31,H,THEFT                         ,4 ESPINOSA DR                                                                                       ,78744,201641466,4-Jan-16,3132992,10053549,Theft
5-Jan-16,O,2,24.27,F,AGG ASLT STRANGLE/SUFFOCATE   ,2005 DEER RUN DR                                                                                    ,78744,201641475,4-Jan-16,3107848,10039971,Agg Assault
7-Jan-16,N,2,24.27,F,BURGLARY OF RESIDENCE         ,6600 ELM CREEK DR                                                                                   ,78744,201641478,4-Jan-16,3108414,10041271,Burglary
8-Jan-16,N,5,24.07,F,BURGLARY OF RESIDENCE         ,105 TEXAS ASH CV                                                                                    ,78652,201641500,4-Jan-16,3095372,10024887,Burglary
19-Jan-16,C,9,12,G,THEFT BY SHOPLIFTING          ,525 N LAMAR BLVD                                                                                    ,78703,201641503,4-Jan-16,3110741,10071581,Theft
10-Jan-16,C,6,203.18,A,THEFT                         ,11200 LAKELINE MALL DR                                                                              ,78613,201641521,4-Jan-16,3092524,10143916,Theft
28-Jan-16,N,3,21.11,C,AGG RAPE OF A CHILD           ,,78721,201641603,4-Jan-16,,,Rape
6-Jan-16,N,3,23.14,H,AUTO THEFT                    ,2400 WICKERSHAM LN                                                                                  ,78741,201641626,4-Jan-16,3120814,10056202,Auto Theft
5-Jan-16,N,1,21.12,I,AUTO THEFT                    ,2606 WHELESS LN                                                                                     ,78723,201641695,4-Jan-16,3133583,10086395,Auto Theft
8-Jan-16,C,9,4.01,C,THEFT BY SHOPLIFTING          ,3735 N IH 35 SVRD NB                                                                                ,78722,201641776,4-Jan-16,3121502,10080500,Theft
6-Jan-16,C,5,17.13,D,AUTO THEFT                    ,5806 BURNHILL DR                                                                                    ,78745,201641792,4-Jan-16,3094533,10052144,Auto Theft
8-Feb-16,N,3,21.11,C,THEFT                         ,863 AIRPORT BLVD                                                                                    ,78721,201641802,4-Jan-16,3130031,10067920,Theft
20-Jan-16,N,6,204.04,A,THEFT                         ,11725 N FM 620 RD                                                                                   ,78750,20165000291,4-Jan-16,3087343,10138980,Theft
8-Jan-16,N,3,23.17,H,BURGLARY OF VEHICLE           ,1300 CROSSING PL                                                                                    ,78741,20165000292,4-Jan-16,3123925,10059981,Theft
6-Jan-16,N,5,24.07,F,BURGLARY OF VEHICLE           ,137 KAREN HILL PL                                                                                   ,78652,20165000296,4-Jan-16,3094576,10024036,Theft
7-Jan-16,N,7,18.17,B,BURGLARY OF VEHICLE           ,2601 PENNY LN                                                                                       ,78757,20165000298,4-Jan-16,3117517,10106105,Theft
9-Feb-16,N,3,23.18,H,THEFT OF AUTO PARTS           ,5309 SUMMER CIR                                                                                     ,78741,20165000299,4-Jan-16,3124495,10057611,Theft
12-Jan-16,N,4,18.13,E,THEFT FROM AUTO               ,8128 N IH 35 NB                                                                                     ,78753,20165000301,4-Jan-16,3128207,10098897,Theft
6-Jan-16,N,2,24.26,F,BURGLARY OF VEHICLE           ,7301 DIXIE DR                                                                                       ,78744,20165000304,4-Jan-16,3115034,10034470,Theft
6-Jan-16,N,3,20.03,D,BURGLARY OF VEHICLE           ,814 EMERALD WOOD DR                                                                                 ,78745,20165000306,4-Jan-16,3102370,10050982,Theft
6-Jan-16,N,5,24.07,F,BURGLARY OF VEHICLE           ,109 TEXAS ASH CV                                                                                    ,78652,20165000308,4-Jan-16,3095332,10024889,Theft
6-Jan-16,N,3,23.13,H,BURGLARY OF VEHICLE           ,2336 DOUGLAS ST                                                                                     ,78741,20165000309,4-Jan-16,3117764,10056344,Theft
5-Jan-16,N,7,18.17,B,BURGLARY OF VEHICLE           ,2450 ASHDALE DR                                                                                     ,78757,20165000310,4-Jan-16,3116919,10104167,Theft
20-Jan-16,N,7,17.53,A,THEFT                         ,10515 N MOPAC EXPY SVRD NB                                                                          ,78758,20165000318,4-Jan-16,3116529,10116684,Theft
11-Jan-16,C,1,18.11,I,THEFT                         ,7537 CAMERON RD                                                                                     ,78752,20165000320,4-Jan-16,3131124,10093675,Theft
8-Jan-16,N,10,25,A,BURGLARY OF VEHICLE           ,11316 JOLLYVILLE RD                                                                                 ,78759,20165000322,4-Jan-16,3111438,10122706,Theft
8-Feb-16,N,9,23.04,H,THEFT                         ,1620 E RIVERSIDE DR                                                                                 ,78741,20165000327,4-Jan-16,3118447,10062526,Theft
14-Jan-16,N,9,3.04,B,BURGLARY OF VEHICLE           ,4701 DUVAL ST                                                                                       ,78751,20165000330,4-Jan-16,3120351,10086052,Theft
6-Jan-16,N,9,12,B,THEFT OF BICYCLE              ,1111 W 10TH ST                                                                                      ,78703,20165000339,4-Jan-16,3110614,10073303,Theft
14-Jan-16,N,3,10,G,BURGLARY OF VEHICLE           ,1204 CANTERBURY ST                                                                                  ,78702,20165000341,4-Jan-16,3117595,10067314,Theft
6-Jan-16,N,5,24.07,F,BURGLARY OF VEHICLE           ,113 MORNING PRIMROSE CT                                                                             ,78748,20165000342,4-Jan-16,3095433,10025502,Theft
,,10,19.12,B,BURGLARY OF VEHICLE           ,5200 N CAPITAL OF TEXAS HWY NB                                                                      ,78746,20165000343,4-Jan-16,3096565,10100130,Theft
5-Jan-16,N,8,19.17,D,THEFT                         ,1120 S CAPITAL OF TEXAS HWY SB                                                                      ,78746,20165000351,4-Jan-16,3088228,10075383,Theft
11-Jul-16,N,1,18.34,E,THEFT                         ,1701 E PARMER LN                                                                                    ,78754,20165000352,4-Jan-16,3143075,10114325,Theft
20-Jan-16,N,4,18.19,E,THEFT                         ,N LAMAR BLVD / W RUNDBERG LN                                                                        ,78758,20165000359,4-Jan-16,3127942,10105661,Theft
6-Jan-16,N,3,13.08,D,THEFT OF LICENSE PLATE        ,2529 S 1ST ST                                                                                       ,78704,20165000363,4-Jan-16,3108825,10060318,Theft
9-Feb-16,N,1,21.1,C,THEFT                         ,5800 TECHNI CENTER DR                                                                               ,78721,20165000365,4-Jan-16,3136582,10075176,Theft
14-Jan-16,N,9,6.03,B,BURGLARY OF VEHICLE           ,2510 LEON ST                                                                                        ,78705,20165000366,4-Jan-16,3112027,10078868,Theft
8-Feb-16,N,1,22.02,C,THEFT                         ,6200 LOYOLA LN                                                                                      ,78724,20165000367,4-Jan-16,3143028,10083917,Theft
19-Aug-16,N,6,17.82,A,THEFT                         ,10805 LEAFWOOD LN                                                                                   ,78750,20165000368,4-Jan-16,3096181,10129341,Theft
5-Jan-16,N,9,6.03,B,BURGLARY OF VEHICLE           ,2510 LEON ST                                                                                        ,78705,20165000374,4-Jan-16,3112027,10078868,Theft
17-Jan-16,N,9,11,G,THEFT                         ,400 E 6TH ST                                                                                        ,78701,20165000378,4-Jan-16,3115491,10070521,Theft
8-Feb-16,N,3,23.07,H,THEFT                         ,2507 AUDUBON PL                                                                                     ,78741,20165000379,4-Jan-16,3115322,10057082,Theft
8-Jan-16,N,4,18.06,E,BURGLARY OF VEHICLE           ,8800 N IH 35 SVRD SB                                                                                ,78753,20165000388,4-Jan-16,3129363,10101734,Theft
19-Jan-16,N,7,2.05,I,THEFT                         ,ULLRICH AVE / JEFF DAVIS AVE                                                                        ,78756,20165000389,4-Jan-16,3115930,10094096,Theft
14-Jan-16,N,8,19.1,B,BURGLARY OF VEHICLE           ,3401 REDBUD TRL                                                                                     ,78746,20165000396,4-Jan-16,3100123,10078696,Theft
12-Jan-16,N,8,19.1,D,THEFT BY SHOPLIFTING          ,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746,20165000397,4-Jan-16,3094135,10066586,Theft
15-Feb-16,C,7,18.39,E,THEFT                         ,12901 N IH 35 SVRD NB                                                                               ,78753,20165000404,4-Jan-16,3135313,10124219,Theft
6-Jan-16,N,8,17.4,D,THEFT OF LICENSE PLATE        ,4825 DAVIS LN                                                                                       ,78749,20165000409,4-Jan-16,3077928,10046760,Theft
6-Jan-16,N,9,3.02,B,THEFT                         ,4412 AVENUE A                                                                                       ,78751,20165000411,4-Jan-16,3117205,10086193,Theft
23-Feb-16,N,3,23.18,H,THEFT                         ,4700 E RIVERSIDE DR                                                                                 ,78741,20165000413,4-Jan-16,3122189,10058144,Theft
5-Jan-16,N,2,24.19,F,THEFT                         ,6201 SNEED CV                                                                                       ,78744,20165000418,4-Jan-16,3108421,10043651,Theft
6-Jan-16,N,2,24.31,F,BURGLARY OF VEHICLE           ,4502 LYRA CIR                                                                                       ,78744,20165000420,4-Jan-16,3118896,10045740,Theft
8-Feb-16,N,1,8.03,C,THEFT                         ,2001 E 17TH ST                                                                                      ,78702,20165000421,4-Jan-16,3121626,10074481,Theft
8-Jan-16,N,3,23.17,H,BURGLARY OF VEHICLE           ,1301 CROSSING PL                                                                                    ,78741,20165000424,4-Jan-16,3123896,10059508,Theft
11-Jan-16,N,9,11,G,THEFT                         ,219 E 6TH ST                                                                                        ,78701,20165000425,4-Jan-16,3114957,10070462,Theft
5-Jan-16,N,9,12,B,THEFT                         ,250 N LAMAR BLVD                                                                                    ,78703,20165000428,4-Jan-16,3109816,10071196,Theft
6-Jan-16,N,4,18.13,I,THEFT                         ,1024 E ANDERSON LN SVRD WB                                                                          ,78753,20165000432,4-Jan-16,3128989,10096078,Theft
5-Jan-16,N,5,24.21,F,THEFT                         ,9600 S IH 35 SVRD SB                                                                                ,78748,20165000434,4-Jan-16,3099540,10031306,Theft
19-Jan-16,N,1,21.12,I,THEFT                         ,2811 VERNON AVE                                                                                     ,78723,20165000436,4-Jan-16,3134467,10085915,Theft
19-Jan-16,N,10,16.02,B,THEFT                         ,3501 LAKE AUSTIN BLVD                                                                               ,78703,20165000441,4-Jan-16,3101684,10078532,Theft
6-Jan-16,N,2,24.11,F,BURGLARY OF VEHICLE           ,2301 E BEN WHITE BLVD SVRD EB                                                                       ,78744,20165000442,4-Jan-16,3116035,10051622,Theft
6-Jan-16,N,10,1.01,B,THEFT                         ,4703 HIGHLAND TER                                                                                   ,78731,20165000443,4-Jan-16,3109475,10091786,Theft
8-Jan-16,N,4,18.33,E,THEFT OF METAL                ,930 E RUNDBERG LN                                                                                   ,78753,20165000450,4-Jan-16,3131872,10103547,Theft
5-Jan-16,N,8,17.49,D,THEFT                         ,4600 MONTEREY OAKS BLVD                                                                             ,78749,20165000452,4-Jan-16,3084747,10056776,Theft
5-Jan-16,N,2,24.02,F,THEFT                         ,6321 SHADOW BND                                                                                     ,78745,20165000455,4-Jan-16,3102855,10045462,Theft
14-Jan-16,N,9,6.03,B,BURGLARY OF VEHICLE           ,910 W 25TH ST                                                                                       ,78705,20165000458,4-Jan-16,3112695,10078564,Theft
8-Jan-16,N,7,18.49,A,BURGLARY OF VEHICLE           ,11410 CENTURY OAKS TER                                                                              ,78758,20165000460,4-Jan-16,3118246,10119454,Theft
6-Jan-16,N,2,24.11,F,BURGLARY OF VEHICLE           ,4323 S IH 35 NB                                                                                     ,78744,20165000461,4-Jan-16,3111329,10050298,Theft
17-Jan-16,N,4,18.12,I,THEFT                         ,7610 CAMERON RD                                                                                     ,78752,20165000467,4-Jan-16,3130949,10094310,Theft
6-Jan-16,N,4,21.05,I,THEFT                         ,5322 CAMERON RD                                                                                     ,78723,20165000468,4-Jan-16,3125067,10086822,Theft
5-Jan-16,N,5,13.03,D,THEFT                         ,1100 S LAMAR BLVD                                                                                   ,78704,20165000470,4-Jan-16,3108189,10066117,Theft
27-Jan-16,N,10,2.04,B,THEFT                         ,1116 W 39TH HALF ST                                                                                 ,78756,20165000478,4-Jan-16,3113838,10085214,Theft
5-Jan-16,N,5,20.02,D,THEFT                         ,4314 GILLIS ST                                                                                      ,78745,20165000484,4-Jan-16,3102318,10055618,Theft
7-Jan-16,N,3,9.02,G,BURGLARY OF VEHICLE           ,500 ONION ST                                                                                        ,78702,20165000489,4-Jan-16,3119030,10068871,Theft
14-Jan-16,N,1,11,G,BURGLARY OF VEHICLE           ,400 E 10TH ST                                                                                       ,78701,20165000492,4-Jan-16,3115871,10071806,Theft
5-Jan-16,N,8,17.76,D,THEFT                         ,7411 PUSCH RIDGE LOOP                                                                               ,78749,20168000036,4-Jan-16,3083004,10050023,Theft
6-Jan-16,N,1,22.08,C,THEFT FROM PERSON             ,5314 KING HENRY DR                                                                                  ,78724,20168000037,4-Jan-16,3139833,10078993,Theft
5-Jan-16,N,3,13.07,D,THEFT OF BICYCLE              ,1202 SOUTHWOOD RD                                                                                   ,78704,20168000039,4-Jan-16,3106844,10061925,Theft
,,9,13.05,D,THEFT                         ,214 BARTON SPRINGS RD                                                                               ,78704,20168000040,4-Jan-16,3112806,10067634,Theft
8-Jan-16,N,6,204.06,A,BURGLARY OF VEHICLE           ,12220 HUNTERS CHASE DR                                                                              ,78729,20168000041,4-Jan-16,3102608,10133537,Theft
5-Jan-16,N,5,20.04,D,THEFT OF BICYCLE              ,3101 S LAMAR BLVD                                                                                   ,78704,20168000042,4-Jan-16,3101327,10060843,Theft
17-Jan-16,N,9,11,G,THEFT FROM BUILDING           ,617 CONGRESS AVE                                                                                    ,78701,20168000043,4-Jan-16,3114511,10070940,Theft
6-Jan-16,N,9,12,G,THEFT OF BICYCLE              ,111 SANDRA MURAIDA WAY                                                                              ,78703,20168000045,4-Jan-16,3110547,10070439,Theft
14-Jan-16,N,9,6.03,B,BURGLARY OF VEHICLE           ,2401 LONGVIEW ST                                                                                    ,78705,20168000046,4-Jan-16,3111714,10078195,Theft
7-Jan-16,N,3,9.02,G,THEFT                         ,1500 E 6TH ST                                                                                       ,78702,20168000066,4-Jan-16,3119252,10069180,Theft
8-Jan-16,N,1,8.03,C,BURGLARY OF VEHICLE           ,1617 N IH 35 SVRD NB                                                                                ,78702,20168000084,4-Jan-16,3118563,10074333,Theft
21-Jan-16,N,7,18.47,A,THEFT                         ,2127 ELYSIAN FIELDS                                                                                 ,78727,20168000179,4-Jan-16,3129208,10128718,Theft
16-Feb-16,N,1,8.03,C,BURGLARY OF VEHICLE           ,1617 N IH 35 SVRD NB                                                                                ,78702,20168000660,4-Jan-16,3118563,10074333,Theft
22-May-16,N,3,10,G,AGG ROBBERY/DEADLY WEAPON     ,1100 FLORES ST                                                                                      ,78702,201641703,5-Jan-16,3116540,10065619,Robbery
10-Apr-16,C,9,23.08,D,AGG ASSAULT                   ,501 E OLTORF ST                                                                                     ,78704,201650076,5-Jan-16,3111998,10059421,Agg Assault
6-Jan-16,C,8,17.38,D,BURGLARY OF VEHICLE           ,6213 LA NARANJA LN                                                                                  ,78749,201650148,5-Jan-16,3073052,10050294,Theft
7-Jan-16,N,3,23.17,H,BURGLARY OF RESIDENCE         ,1301 CROSSING PL                                                                                    ,78741,201650152,5-Jan-16,3123896,10059508,Burglary
8-Feb-16,N,5,17.47,F,BURGLARY NON RESIDENCE        ,8700 MANCHACA RD                                                                                    ,78748,201650162,5-Jan-16,3091450,10040037,Burglary
6-Jan-16,N,9,13.05,D,THEFT                         ,1906 S 1ST ST                                                                                       ,78704,201650288,5-Jan-16,3110032,10062636,Theft
14-Jan-16,N,3,20.05,D,AUTO THEFT                    ,3603 SOUTHRIDGE DR                                                                                  ,78704,201650307,5-Jan-16,3103672,10058133,Auto Theft
6-Jan-16,N,3,23.13,H,BURGLARY OF VEHICLE           ,2347 DOUGLAS ST                                                                                     ,78741,201650342,5-Jan-16,3118326,10056320,Theft
13-Jan-16,N,10,25,A,AUTO THEFT                    ,11750 RESEARCH BLVD SVRD SB                                                                         ,78759,201650373,5-Jan-16,3111445,10126368,Auto Theft
22-Jan-16,C,7,18.48,A,THEFT BY SHOPLIFTING          ,12707 N MOPAC EXPY SVRD NB                                                                          ,78727,201650441,5-Jan-16,3125763,10127827,Theft
13-Jan-16,N,7,15.05,I,BURGLARY NON RESIDENCE        ,6555 BURNET RD                                                                                      ,78757,201650442,5-Jan-16,3115140,10097464,Burglary
11-Jan-16,N,3,23.04,H,AUTO THEFT                    ,1300 S PLEASANT VALLEY RD                                                                           ,78741,201650538,5-Jan-16,3122009,10060910,Auto Theft
7-Jan-16,N,10,16.04,B,BURGLARY OF RESIDENCE         ,2706 ENFIELD RD                                                                                     ,78703,201650608,5-Jan-16,3104713,10078941,Burglary
12-Jan-16,N,3,8.01,C,AUTO THEFT                    ,979 SPRINGDALE RD                                                                                   ,78702,201650651,5-Jan-16,3129034,10069518,Auto Theft
8-Feb-16,N,8,19.08,D,BURGLARY NON RESIDENCE        ,8500 W SH 71                                                                                        ,78735,201650721,5-Jan-16,3067986,10062609,Burglary
18-Jan-16,N,4,18.23,E,BURGLARY OF VEHICLE           ,109 MASTERSON PASS                                                                                  ,78753,201650740,5-Jan-16,3130777,10108149,Theft
19-Jan-16,C,2,24.22,F,AGG ASLT STRANGLE/SUFFOCATE   ,602 BLACKBERRY DR                                                                                   ,78745,201650825,5-Jan-16,3100184,10041386,Agg Assault
5-Jan-16,C,4,18.13,I,THEFT                         ,1030 NORWOOD PARK BLVD                                                                              ,78753,201650868,5-Jan-16,3129997,10096983,Theft
6-Jan-16,O,5,17.46,F,AGG ASLT STRANGLE/SUFFOCATE   ,9707 SUGAR HILL DR                                                                                  ,78748,201650885,5-Jan-16,3085741,10038517,Agg Assault
13-Jan-16,N,7,18.49,A,AUTO THEFT                    ,2600 MC HALE CT                                                                                     ,78758,201650927,5-Jan-16,3119686,10113660,Auto Theft
,,5,24.21,F,THEFT                         ,9300 S IH 35 SVRD SB                                                                                ,78748,201650968,5-Jan-16,3100423,10033116,Theft
1-Feb-16,C,6,203.18,A,THEFT BY SHOPLIFTING          ,14028 N US 183 HWY SVRD SB                                                                          ,78613,201651017,5-Jan-16,3093729,10145900,Theft
21-Apr-16,C,3,24.03,D,THEFT BY SHOPLIFTING          ,710 E BEN WHITE BLVD EB                                                                             ,78745,201651118,5-Jan-16,3110518,10052730,Theft
6-Feb-16,C,3,23.15,H,AGG ASSAULT                   ,1924 VALLEY HILL CIR                                                                                ,78741,201651132,5-Jan-16,3118385,10058911,Agg Assault
7-Jan-16,N,7,18.47,A,BURGLARY OF RESIDENCE         ,13106 ARMAGA SPRINGS RD                                                                             ,78727,201651166,5-Jan-16,3127837,10128750,Burglary
13-Jan-16,N,2,24.26,F,AUTO THEFT                    ,7304 SALT SPRINGS DR                                                                                ,78744,201651200,5-Jan-16,3115763,10034024,Auto Theft
,,9,11,G,AGG ROBBERY/DEADLY WEAPON     ,900 RED RIVER ST                                                                                    ,78701,201651221,5-Jan-16,3116333,10071391,Robbery
11-Jan-16,N,3,20.03,D,BURGLARY OF VEHICLE           ,901 W BEN WHITE BLVD SVRD EB                                                                        ,78745,201651241,5-Jan-16,3104865,10055683,Theft
5-Oct-16,C,9,11,G,THEFT                         ,600 BLOCK BRAZOS ST                                                                                 ,78701,201651249,5-Jan-16,3114768,10070800,Theft
9-Feb-16,C,5,13.04,D,AGG ASSAULT FAM/DATE VIOLENCE ,2115 RABB RD                                                                                        ,78704,201651313,5-Jan-16,3103033,10064484,Agg Assault
7-Jan-16,N,4,18.2,E,BURGLARY OF RESIDENCE         ,9024 NORTHGATE BLVD                                                                                 ,78758,201651349,5-Jan-16,3121526,10108096,Burglary
7-Jan-16,N,2,24.19,F,BURGLARY OF RESIDENCE         ,1912 E WILLIAM CANNON DR                                                                            ,78744,201651382,5-Jan-16,3108107,10041682,Burglary
4-Feb-16,N,2,24.02,F,THEFT FROM PERSON             ,901 LITTLE TEXAS LN                                                                                 ,78745,201651396,5-Jan-16,3106554,10045028,Theft
