clearance_date,clearance_status,council_district,go_census_tract,go_district,go_highest_offense_desc,go_location,go_location_zip,go_primary_key,go_report_date,go_x_coordinate,go_y_coordinate,highest_nibrs_ucr_offense_description
,,,,UK,BURGLARY OF VEHICLE           ,7501 E BEN WHITE BLVD SVRD EB                                                                       ,,20165000995,8-Jan-16,,,Theft
8-Jan-16,N,1,22.02,C,BURGLARY OF VEHICLE           ,6200 LOYOLA LN                                                                                      ,78724,20165001001,8-Jan-16,3143028,10083917,Theft
8-Jan-16,N,2,24.11,F,THEFT                         ,4911 S IH 35 SVRD NB                                                                                ,78744,20165001005,8-Jan-16,3110331,10048091,Theft
12-Jan-16,N,9,11,G,BURGLARY OF VEHICLE           ,20 N IH 35 SB                                                                                       ,78701,20165001007,8-Jan-16,3116398,10065380,Theft
11-Jan-16,N,2,24.02,F,THEFT FROM AUTO               ,6206 MERRIWOOD DR                                                                                   ,78745,20165001009,8-Jan-16,3102834,10045731,Theft
14-Jan-16,N,10,17.18,B,BURGLARY OF VEHICLE           ,5805 TRAILRIDGE CIR                                                                                 ,78731,20165001013,8-Jan-16,3109534,10096988,Theft
12-Jan-16,N,9,12,B,BURGLARY OF VEHICLE           ,OAKLAND AVE / W 9TH ST                                                                              ,78703,20165001014,8-Jan-16,3109031,10073834,Theft
18-Jan-16,N,4,18.2,E,BURGLARY OF VEHICLE           ,1735 RUTLAND DR                                                                                     ,78758,20165001015,8-Jan-16,3123464,10110594,Theft
11-Jan-16,N,5,19.01,D,BURGLARY OF VEHICLE           ,3816 S LAMAR BLVD SB                                                                                ,78704,20165001018,8-Jan-16,3099477,10059586,Theft
14-Mar-16,N,6,204.08,A,THEFT BY SHOPLIFTING          ,13201 N FM 620 RD NB                                                                                ,78729,20165001019,8-Jan-16,3096967,10143063,Theft
13-Jan-16,N,4,15.03,I,THEFT FROM AUTO               ,7100 N IH 35 SVRD SB                                                                                ,78752,20165001021,8-Jan-16,3125615,10094453,Theft
12-Jan-16,N,9,12,B,BURGLARY OF VEHICLE           ,609 WEST LYNN ST                                                                                    ,78703,20165001023,8-Jan-16,3108237,10073270,Theft
18-Jan-16,N,4,18.2,E,BURGLARY OF VEHICLE           ,1735 RUTLAND DR                                                                                     ,78758,20165001029,8-Jan-16,3123464,10110594,Theft
13-Jan-16,N,9,6.04,B,THEFT                         ,2222 PEARL ST                                                                                       ,78705,20165001032,8-Jan-16,3112918,10077631,Theft
18-Jan-16,N,6,204.06,A,BURGLARY OF VEHICLE           ,12607 TURTLE ROCK RD                                                                                ,78729,20165001035,8-Jan-16,3102991,10136198,Theft
15-Apr-16,O,1,21.1,C,THEFT                         ,1427 WEBBERVILLE RD                                                                                 ,78721,20165001036,8-Jan-16,3133854,10075436,Theft
27-Jan-16,N,2,9800,AP,THEFT                         ,3600 PRESIDENTIAL BLVD                                                                              ,78719,20165001037,8-Jan-16,3138768,10047351,Theft
18-Jan-16,N,4,18.2,E,BURGLARY OF VEHICLE           ,1735 RUTLAND DR                                                                                     ,78758,20165001049,8-Jan-16,3123464,10110594,Theft
19-Jan-16,N,7,15.05,I,THEFT                         ,1405 ROMERIA DR                                                                                     ,78757,20165001050,8-Jan-16,3117386,10094641,Theft
14-Mar-16,N,7,18.49,A,THEFT BY SHOPLIFTING          ,3220 FEATHERGRASS CT                                                                                ,78758,20165001051,8-Jan-16,3118106,10117020,Theft
12-Jan-16,N,2,24.22,F,THEFT                         ,6901 BILL HUGHES RD                                                                                 ,78745,20165001052,8-Jan-16,3101241,10043295,Theft
18-Jan-16,N,4,21.05,I,THEFT                         ,5621 N IH 35 SVRD NB                                                                                ,78723,20165001055,8-Jan-16,3125468,10088596,Theft
29-Feb-16,O,2,24.31,F,RAPE OF A CHILD               ,,78744,20165001059,8-Jan-16,,,Rape
11-Jan-16,N,8,19.1,D,BURGLARY OF VEHICLE           ,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746,20165001062,8-Jan-16,3094135,10066586,Theft
10-Feb-16,N,3,23.12,H,THEFT                         ,707 VARGAS RD                                                                                       ,78741,20165001063,8-Jan-16,3130398,10059100,Theft
27-Jan-16,N,2,9800,AP,THEFT                         ,3600 PRESIDENTIAL BLVD                                                                              ,78719,20165001066,8-Jan-16,3138768,10047351,Theft
18-Jan-16,N,7,18.48,E,THEFT FROM AUTO               ,12502 N LAMAR BLVD                                                                                  ,78753,20165001069,8-Jan-16,3133523,10122639,Theft
12-Jan-16,N,3,23.08,D,THEFT                         ,710 E BEN WHITE BLVD SVRD WB                                                                        ,78704,20165001072,8-Jan-16,3110719,10052849,Theft
12-Jan-16,N,5,13.03,D,THEFT                         ,1518 BARTON SPRINGS RD                                                                              ,78704,20165001075,8-Jan-16,3108777,10068377,Theft
13-Jan-16,N,9,13.05,D,THEFT                         ,2206 S CONGRESS AVE                                                                                 ,78704,20165001078,8-Jan-16,3111359,10060868,Theft
19-Jan-16,N,9,6.01,B,THEFT FROM AUTO               ,2819 GUADALUPE ST                                                                                   ,78705,20165001083,8-Jan-16,3114232,10080513,Theft
27-Jan-16,N,8,17.5,D,THEFT BY SHOPLIFTING          ,6400 BRODIE LN                                                                                      ,78749,20165001084,8-Jan-16,3087690,10052523,Theft
12-Feb-16,N,4,18.21,E,THEFT                         ,1601 KRAMER LN                                                                                      ,78758,20165001095,8-Jan-16,3126087,10113362,Theft
18-Jan-16,N,7,17.53,A,BURGLARY OF VEHICLE           ,10401 RESEARCH BLVD SVRD NB                                                                         ,78759,20165001097,8-Jan-16,3112310,10117280,Theft
18-Jan-16,N,7,17.53,A,THEFT OF BICYCLE              ,9801 STONELAKE BLVD                                                                                 ,78759,20165001099,8-Jan-16,3114550,10114958,Theft
12-Jan-16,N,2,24.22,F,THEFT BY SHOPLIFTING          ,801 E WILLIAM CANNON DR                                                                             ,78745,20165001100,8-Jan-16,3105655,10042376,Theft
12-Jan-16,N,10,17.18,B,BURGLARY OF VEHICLE           ,6415 WESTSIDE DR                                                                                    ,78731,20165001105,8-Jan-16,3109971,10098673,Theft
22-Jan-16,N,6,204.06,A,THEFT                         ,13435 N US 183 HWY SVRD NB                                                                          ,78729,20165001109,8-Jan-16,3098099,10135650,Theft
12-Jan-16,N,5,24.21,F,THEFT                         ,9300 S IH 35 SVRD SB                                                                                ,78748,20165001116,8-Jan-16,3100423,10033116,Theft
11-Jan-16,N,3,23.08,D,BURGLARY OF VEHICLE           ,3601 S CONGRESS AVE                                                                                 ,78704,20165001118,8-Jan-16,3109153,10055636,Theft
19-Jan-16,N,2,9800,AP,BURGLARY OF VEHICLE           ,3600 PRESIDENTIAL BLVD                                                                              ,78719,20165001121,8-Jan-16,3138768,10047351,Theft
22-Jan-16,N,7,18.39,E,THEFT                         ,500 CANYON RIDGE DR                                                                                 ,78753,20165001122,8-Jan-16,3135499,10121166,Theft
18-Jan-16,N,7,18.5,A,BURGLARY OF VEHICLE           ,2000 CEDAR BEND DR                                                                                  ,78758,20165001131,8-Jan-16,3127006,10122447,Theft
19-Jan-16,O,8,19.1,D,THEFT BY SHOPLIFTING          ,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746,20165001137,8-Jan-16,3094135,10066586,Theft
12-Feb-16,N,2,24.19,F,THEFT                         ,1704 NELMS DR                                                                                       ,78744,20165001138,8-Jan-16,3107922,10043296,Theft
15-Feb-16,N,1,21.08,C,THEFT                         ,4703 YORK HILL DR                                                                                   ,78723,20165001139,8-Jan-16,3136062,10078183,Theft
12-Jan-16,N,5,13.04,D,THEFT                         ,2401 THORNTON RD                                                                                    ,78704,20165001143,8-Jan-16,3105348,10061851,Theft
11-Jan-16,N,10,1.01,B,THEFT                         ,1500 W 35TH ST                                                                                      ,78731,20165001145,8-Jan-16,3112028,10084715,Theft
14-Jan-16,O,8,17.5,D,THEFT BY SHOPLIFTING          ,5017 W US 290 HWY SVRD EB                                                                           ,78749,20165001149,8-Jan-16,3089372,10057773,Theft
12-Jan-16,N,9,3.05,B,BURGLARY OF VEHICLE           ,4601 AVENUE D                                                                                       ,78751,20168000100,8-Jan-16,3118696,10086529,Theft
11-Jan-16,N,4,15.03,I,THEFT                         ,712 E HUNTLAND DR                                                                                   ,78752,20168000104,8-Jan-16,3125282,10093802,Theft
12-Jan-16,N,8,19.11,D,THEFT                         ,2100 BARTON SPRINGS RD                                                                              ,78746,20168000138,8-Jan-16,3106394,10070460,Theft
12-Jan-16,N,9,11,G,THEFT FROM BUILDING           ,500 E CESAR CHAVEZ ST                                                                               ,78701,20168000145,8-Jan-16,3115353,10068645,Theft
13-Jan-16,N,8,17.49,D,THEFT                         ,4220 W WILLIAM CANNON DR                                                                            ,78749,20168000151,8-Jan-16,3084704,10053411,Theft
2-Feb-16,N,3,13.08,D,RAPE                          ,,78704,201681957,9-Jan-16,,,Rape
18-Jan-16,N,7,17.53,A,BURGLARY OF VEHICLE           ,9700 STONELAKE BLVD                                                                                 ,78759,201682041,9-Jan-16,3114413,10114274,Theft
30-Mar-16,N,6,204.05,A,BURGLARY OF RESIDENCE         ,10707 LAKE CREEK PKWY                                                                               ,78750,201682111,9-Jan-16,3092956,10138175,Burglary
11-Jan-16,N,3,20.03,D,AGG ASSAULT                   ,629 W BEN WHITE BLVD SVRD EB                                                                        ,78745,201690112,9-Jan-16,3105838,10055491,Agg Assault
10-Jan-16,C,5,24.21,F,THEFT BY SHOPLIFTING          ,9300 S IH 35 SVRD SB                                                                                ,78748,201690191,9-Jan-16,3100423,10033116,Theft
21-Jan-16,N,3,23.18,H,AGG ROBBERY/DEADLY WEAPON     ,6214 E RIVERSIDE DR                                                                                 ,78741,201690248,9-Jan-16,3126956,10055640,Robbery
27-Jan-16,N,4,18.04,I,THEFT FROM PERSON             ,7522 N IH 35 SVRD SB                                                                                ,78752,201690287,9-Jan-16,3125968,10096642,Theft
26-Apr-16,C,7,18.5,A,AUTO THEFT                    ,12330 METRIC BLVD                                                                                   ,78758,201690312,9-Jan-16,3127726,10122881,Auto Theft
10-Jan-16,C,3,23.18,H,AGG ASLT STRANGLE/SUFFOCATE   ,1600 WICKERSHAM LN                                                                                  ,78741,201690320,9-Jan-16,3122230,10059265,Agg Assault
2-Mar-16,N,9,4.02,C,BURGLARY NON RESIDENCE        ,2900 MANOR RD                                                                                       ,78722,201690321,9-Jan-16,3124405,10077491,Burglary
5-Apr-16,N,4,18.23,E,AGG ROBBERY/DEADLY WEAPON     ,306 W RUNDBERG LN                                                                                   ,78753,201690338,9-Jan-16,3128722,10105408,Robbery
15-Feb-16,N,3,23.04,H,THEFT                         ,2426 E RIVERSIDE DR                                                                                 ,78741,201690373,9-Jan-16,3120481,10059156,Theft
28-Jan-16,N,4,18.04,I,AUTO THEFT                    ,7508 PAXTON ST                                                                                      ,78752,201690470,9-Jan-16,3122638,10098323,Auto Theft
,,3,23.04,H,THEFT                         ,2508 E RIVERSIDE DR                                                                                 ,78741,201690476,9-Jan-16,3120959,10059177,Theft
13-Jan-16,N,4,18.43,E,BURGLARY OF RESIDENCE         ,1760 CRICKET HOLLOW DR                                                                              ,78758,201690496,9-Jan-16,3125996,10114833,Burglary
2-Mar-16,N,9,3.06,B,BURGLARY NON RESIDENCE        ,2713 SORIN ST                                                                                       ,78723,201690498,9-Jan-16,3128843,10080062,Burglary
2-Mar-16,N,4,18.04,E,BURGLARY NON RESIDENCE        ,8101 N LAMAR BLVD NB                                                                                ,78753,201690589,9-Jan-16,3123909,10100579,Burglary
29-Jan-16,N,5,13.03,D,BURGLARY OF RESIDENCE         ,1617 TOOMEY RD                                                                                      ,78704,201690627,9-Jan-16,3108609,10069217,Burglary
9-Jan-16,C,4,18.2,E,AGG ASLT ENHANC STRANGL/SUFFOC,9001 NORTHGATE BLVD                                                                                 ,78758,201690641,9-Jan-16,3121587,10107705,Agg Assault
19-Jan-16,N,8,19.14,D,THEFT                         ,4409 GAINES RANCH LOOP                                                                              ,78735,201690803,9-Jan-16,3091236,10060622,Theft
22-Jan-16,N,4,18.19,E,THEFT                         ,8902 LITTLE WALNUT PKWY                                                                             ,78758,201690857,9-Jan-16,3126218,10104217,Theft
29-Mar-16,C,5,24.24,F,BURGLARY OF RESIDENCE         ,7709 FOREST WOOD RD                                                                                 ,78745,201690912,9-Jan-16,3096448,10041848,Burglary
19-Jan-16,N,2,9800,AP,BURGLARY OF VEHICLE           ,3410 PRESIDENTIAL BLVD                                                                              ,78719,201690944,9-Jan-16,3137938,10048018,Theft
13-Jan-16,N,1,21.11,C,BURGLARY OF RESIDENCE         ,1054 SPRINGDALE RD                                                                                  ,78721,201690999,9-Jan-16,3129984,10072501,Burglary
11-Jan-16,C,5,24.21,F,THEFT                         ,9300 S IH 35 NB                                                                                     ,78744,201691023,9-Jan-16,3100989,10032596,Theft
14-Apr-16,C,8,19.1,D,THEFT BY SHOPLIFTING          ,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746,201691035,9-Jan-16,3094135,10066586,Theft
29-Jan-16,C,8,17.5,D,THEFT                         ,6900 BRODIE LN                                                                                      ,78749,201691041,9-Jan-16,3087290,10051111,Theft
1-Nov-16,N,9,4.01,B,SEXUAL ASSAULT W/ OBJECT      ,,78705,201691063,9-Jan-16,,,Rape
29-Feb-16,N,7,18.39,E,BURGLARY OF RESIDENCE         ,12613 LINFORD DR                                                                                    ,78753,201691097,9-Jan-16,3144154,10117523,Burglary
15-Jan-16,O,9,4.01,B,RAPE                          ,,78705,201691105,9-Jan-16,,,Rape
13-Jan-16,C,3,23.18,H,THEFT                         ,4700 E RIVERSIDE DR                                                                                 ,78741,201691107,9-Jan-16,3122189,10058144,Theft
26-Jan-16,N,4,18.05,E,THEFT                         ,8501 RESEARCH BLVD NB                                                                               ,78758,201691128,9-Jan-16,3121978,10104261,Theft
22-Jan-16,N,7,18.48,A,THEFT BY SHOPLIFTING          ,12707 N MOPAC EXPY NB                                                                               ,78727,201691135,9-Jan-16,3126500,10127412,Theft
13-Apr-16,C,7,18.48,E,THEFT BY SHOPLIFTING          ,12900 N IH 35 SVRD SB                                                                               ,78753,201691272,9-Jan-16,3134231,10124161,Theft
14-Apr-16,C,8,19.1,D,THEFT BY SHOPLIFTING          ,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746,201691289,9-Jan-16,3094135,10066586,Theft
11-Jan-16,C,5,24.21,F,THEFT                         ,9300 S IH 35 SVRD SB                                                                                ,78748,201691303,9-Jan-16,3100423,10033116,Theft
20-Jan-16,N,8,19.1,D,THEFT BY SHOPLIFTING          ,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746,201691305,9-Jan-16,3094135,10066586,Theft
19-Jan-16,N,3,23.08,D,THEFT                         ,710 E BEN WHITE BLVD SVRD WB                                                                        ,78704,201691312,9-Jan-16,3110719,10052849,Theft
18-Jan-16,N,4,21.05,I,DEADLY CONDUCT                ,5401 N IH 35 SVRD NB                                                                                ,78723,201691327,9-Jan-16,3124905,10087486,Agg Assault
12-Jan-16,C,9,11,G,THEFT                         ,222 E 6TH ST                                                                                        ,78701,201691339,9-Jan-16,3115062,10070631,Theft
20-Jan-16,O,1,21.08,C,AGG ASLT STRANGLE/SUFFOCATE   ,6409 SPRINGDALE RD                                                                                  ,78723,201691341,9-Jan-16,3137140,10085508,Agg Assault
3-Mar-16,N,10,17.51,B,BURGLARY NON RESIDENCE        ,3700 GREYSTONE DR                                                                                   ,78731,201691368,9-Jan-16,3109975,10103822,Burglary
3-Mar-16,N,2,24.19,F,ROBBERY BY THREAT             ,6503 BLUFF SPRINGS RD                                                                               ,78744,201691386,9-Jan-16,3107457,10042310,Robbery
13-Jan-16,N,6,205.08,A,BURGLARY OF RESIDENCE         ,10609 ROYAL TARA CV                                                                                 ,78717,201691418,9-Jan-16,3101232,10153234,Burglary
25-Feb-16,N,1,22.11,C,THEFT                         ,9013 QUICK STREAM DR                                                                                ,78724,20165001158,9-Jan-16,3149351,10074948,Theft
22-Jan-16,N,7,18.49,A,THEFT BY SHOPLIFTING          ,9061 RESEARCH BLVD NB                                                                               ,78758,20165001161,9-Jan-16,3118444,10109473,Theft
11-Jan-16,N,2,24.29,F,BURGLARY OF VEHICLE           ,8801 S IH 35 SVRD NB                                                                                ,78744,20165001163,9-Jan-16,3102586,10034201,Theft
14-Jan-16,N,3,21.11,C,BURGLARY OF VEHICLE           ,6100 JAIN LN                                                                                        ,78721,20165001165,9-Jan-16,3133603,10068326,Theft
13-Jan-16,N,9,11,G,THEFT                         ,500 E 7TH ST                                                                                        ,78701,20165001166,9-Jan-16,3115952,10070759,Theft
12-Jan-16,N,10,17.19,B,BURGLARY OF VEHICLE           ,5210 S SCOUT ISLAND CIR                                                                             ,78731,20165001171,9-Jan-16,3099997,10101590,Theft
10-Jan-16,N,2,24.29,F,THEFT OF LICENSE PLATE        ,810 E SLAUGHTER LN                                                                                  ,78744,20165001173,9-Jan-16,3104782,10031065,Theft
18-Jan-16,N,7,18.39,E,THEFT OF AUTO PARTS           ,12800 CENTER LAKE DR                                                                                ,78753,20165001177,9-Jan-16,3136515,10121827,Theft
18-Jan-16,N,7,18.26,E,BURGLARY OF VEHICLE           ,12118 WALNUT PARK XING                                                                              ,78753,20165001178,9-Jan-16,3134045,10116652,Theft
24-Feb-16,N,4,18.19,E,THEFT                         ,8926 N LAMAR BLVD                                                                                   ,78758,20165001187,9-Jan-16,3127131,10104047,Theft
28-Jan-16,N,2,24.31,H,THEFT FROM AUTO               ,7625 E BEN WHITE BLVD EB                                                                            ,78744,20165001190,9-Jan-16,3131137,10052681,Theft
22-Jan-16,N,9,3.02,B,THEFT FROM AUTO               ,1000 E 41ST ST                                                                                      ,78751,20165001191,9-Jan-16,3121345,10082705,Theft
2-Feb-16,N,3,24.02,D,THEFT                         ,5510 S IH 35 SVRD SB                                                                                ,78745,20165001193,9-Jan-16,3108051,10046007,Theft
18-Jan-16,N,4,18.2,E,BURGLARY OF VEHICLE           ,1711 RUTLAND DR                                                                                     ,78758,20165001194,9-Jan-16,3123198,10109941,Theft
2-Feb-16,N,7,18.39,E,THEFT                         ,13609 N IH 35 SVRD NB                                                                               ,78753,20165001201,9-Jan-16,3135874,10127480,Theft
11-Jan-16,N,10,16.02,B,THEFT                         ,2604 W 7TH ST                                                                                       ,78703,20165001202,9-Jan-16,3103931,10075816,Theft
12-Jan-16,N,10,17.19,B,BURGLARY OF VEHICLE           ,5608 COURTYARD CV                                                                                   ,78731,20165001204,9-Jan-16,3098632,10102493,Theft
12-Jan-16,N,1,21.04,I,THEFT                         ,6214 BROOKSIDE DR                                                                                   ,78723,20165001205,9-Jan-16,3129275,10089482,Theft
12-Jan-16,N,2,24.12,F,THEFT                         ,4407 DOVE SPRINGS DR                                                                                ,78744,20165001208,9-Jan-16,3111666,10041358,Theft
5-Apr-16,N,7,18.48,E,THEFT                         ,12717 CINCHRING LN                                                                                  ,78727,20165001209,9-Jan-16,3131676,10124525,Theft
22-Jan-16,N,7,18.5,A,THEFT BY SHOPLIFTING          ,12407 N MOPAC EXPY SVRD NB                                                                          ,78758,20165001213,9-Jan-16,3125111,10125479,Theft
27-Jan-16,N,9,11,G,THEFT                         ,325 E 6TH ST                                                                                        ,78701,20165001218,9-Jan-16,3115339,10070350,Theft
11-Jan-16,N,9,2.04,B,THEFT                         ,718 W 29TH ST                                                                                       ,78705,20165001228,9-Jan-16,3113486,10081159,Theft
,,6,203.18,A,THEFT                         ,11091 PECAN PARK BLVD                                                                               ,78613,20165001229,9-Jan-16,3093730,10144186,Theft
11-Jan-16,N,5,24.25,F,BURGLARY OF VEHICLE           ,9811 S IH 35 SVRD NB                                                                                ,78744,20165001230,9-Jan-16,3100630,10030282,Theft
,,9,2.04,B,THEFT                         ,718 W 29TH ST                                                                                       ,78705,20165001231,9-Jan-16,3113486,10081159,Theft
19-Jan-16,N,9,11,G,THEFT BY SHOPLIFTING          ,519 E 7TH ST                                                                                        ,78701,20165001232,9-Jan-16,3116097,10070500,Theft
13-Jan-16,N,9,11,G,THEFT                         ,500 E 7TH ST                                                                                        ,78701,20165001233,9-Jan-16,3115952,10070759,Theft
26-Jan-16,N,7,17.53,A,THEFT                         ,9700 STONELAKE BLVD                                                                                 ,78759,20165001236,9-Jan-16,3114413,10114274,Theft
13-Jan-16,N,9,11,G,THEFT                         ,615 RED RIVER ST                                                                                    ,78701,20168000132,9-Jan-16,3116253,10070466,Theft
22-Jan-16,N,6,17.86,A,THEFT FROM BUILDING           ,12440 ALAMEDA TRACE CIR                                                                             ,78727,20168000136,9-Jan-16,3112658,10129436,Theft
12-Jan-16,N,8,19.08,D,BURGLARY OF VEHICLE           ,5805 SUNSET RIDGE                                                                                   ,78735,20168000137,9-Jan-16,3069248,10065240,Theft
13-Jan-16,N,3,9.02,G,THEFT OF BICYCLE              ,1200 E 4TH ST                                                                                       ,78702,20168000140,9-Jan-16,3118013,10068867,Theft
13-Jan-16,N,9,11,G,THEFT OF BICYCLE              ,54 RAINEY ST                                                                                        ,78701,20168000141,9-Jan-16,3115466,10066891,Theft
25-Feb-16,N,1,21.08,C,THEFT                         ,7112 ED BLUESTEIN BLVD SVRD SB                                                                      ,78723,20168000142,9-Jan-16,3139036,10088006,Theft
,,9,11,G,THEFT                         ,912 RED RIVER ST                                                                                    ,78701,20168000331,9-Jan-16,3116407,10071523,Theft
18-Jan-16,N,6,17.54,A,BURGLARY OF VEHICLE           ,5230 THUNDER CREEK RD                                                                               ,78759,201691791,10-Jan-16,3112486,10124697,Theft
14-Jan-16,N,3,23.18,H,BURGLARY OF RESIDENCE         ,1515 WICKERSHAM LN                                                                                  ,78741,2016100018,10-Jan-16,3122306,10058898,Burglary
14-Jan-16,N,9,11,G,THEFT FROM PERSON             ,500 NECHES ST                                                                                       ,78701,2016100104,10-Jan-16,3115647,10070017,Theft
14-Jan-16,N,9,14.02,H,AGG ASSAULT                   ,1000 S IH 35 SB                                                                                     ,78704,2016100187,10-Jan-16,3116840,10063245,Agg Assault
15-Jan-16,C,4,18.13,E,AGG ASLT STRANGLE/SUFFOCATE   ,9200 NORTH PLZ                                                                                      ,78753,2016100243,10-Jan-16,3131541,10102640,Agg Assault
8-Apr-16,N,1,22.01,C,BURGLARY NON RESIDENCE        ,7112 ED BLUESTEIN BLVD NB                                                                           ,78724,2016100246,10-Jan-16,3139137,10088360,Burglary
12-Mar-16,N,3,23.16,H,RAPE                          ,,78741,2016100264,10-Jan-16,,,Rape
25-Jan-16,C,2,24.02,F,AGG ASSAULT FAM/DATE VIOLENCE ,6430 S IH 35 SVRD SB                                                                                ,78745,2016100283,10-Jan-16,3106053,10042649,Agg Assault
8-Mar-16,N,7,18.49,A,BURGLARY NON RESIDENCE        ,2500 MC HALE CT                                                                                     ,78758,2016100320,10-Jan-16,3120126,10113480,Burglary
14-Jan-16,N,2,24.12,F,AUTO THEFT                    ,5701 HAMMERMILL RUN                                                                                 ,78744,2016100479,10-Jan-16,3113425,10042853,Auto Theft
5-May-16,N,5,17.29,F,RAPE                          ,,78745,20161000740,9-Apr-16,,,Rape
2-Mar-16,N,6,17.54,A,BURGLARY NON RESIDENCE        ,11215 RESEARCH BLVD NB                                                                              ,78759,2016100496,10-Jan-16,3112999,10122087,Burglary
2-Mar-16,N,5,17.5,D,BURGLARY NON RESIDENCE        ,3014 W WILLIAM CANNON DR                                                                            ,78745,2016100515,10-Jan-16,3089958,10049329,Burglary
17-Feb-16,C,2,24.27,F,THEFT                         ,6607 S IH 35 SVRD NB                                                                                ,78744,2016100539,10-Jan-16,3106737,10041724,Theft
14-Jan-16,N,2,24.22,F,AUTO THEFT                    ,6906 STAR DR                                                                                        ,78745,2016100544,10-Jan-16,3102561,10042387,Auto Theft
13-Jan-16,C,9,6.04,B,ROBBERY BY ASSAULT            ,2300 GUADALUPE ST                                                                                   ,78705,2016100564,10-Jan-16,3114430,10077498,Robbery
14-Jan-16,N,4,18.04,E,AUTO THEFT                    ,214 E ANDERSON LN SVRD WB                                                                           ,78753,2016100567,10-Jan-16,3125857,10098463,Auto Theft
30-Jun-16,N,7,18.35,E,AGG ASSAULT                   ,12300 N IH 35 NB                                                                                    ,78753,2016100605,10-Jan-16,3135174,10118708,Agg Assault
18-Jan-16,N,5,20.02,D,BURGLARY OF VEHICLE           ,911 REDD ST                                                                                         ,78745,2016100624,10-Jan-16,3103441,10053480,Theft
27-Jan-16,O,1,18.35,E,AGG ASSAULT                   ,12151 N IH 35 SVRD NB                                                                               ,78753,2016100631,10-Jan-16,3135985,10117220,Agg Assault
20-Jan-16,N,2,24.3,F,BURGLARY OF VEHICLE           ,6901 THORNWOOD CT                                                                                   ,78744,2016100651,10-Jan-16,3114561,10036313,Theft
,,2,24.33,H,THEFT                         ,5249 MISSION CIR                                                                                    ,78617,2016100677,10-Jan-16,3151233,10038444,Theft
2-Mar-16,N,4,18.06,E,BURGLARY NON RESIDENCE        ,8525 N LAMAR BLVD                                                                                   ,78753,2016100686,10-Jan-16,3125707,10102057,Burglary
17-Jan-16,C,3,13.08,D,THEFT                         ,2400 S CONGRESS AVE                                                                                 ,78704,2016100688,10-Jan-16,3110845,10059841,Theft
11-Feb-16,N,9,3.04,I,BURGLARY NON RESIDENCE        ,5201 AIRPORT BLVD                                                                                   ,78751,2016100746,10-Jan-16,3122801,10087345,Burglary
12-Jan-16,N,2,24.09,F,THEFT OF AUTO PARTS           ,1500 W WILLIAM CANNON DR                                                                            ,78745,2016100758,10-Jan-16,3096923,10046124,Theft
15-Jan-16,N,6,204.1,A,AGG ASLT STRANGLE/SUFFOCATE   ,7318 MC NEIL DR                                                                                     ,78729,2016100762,10-Jan-16,3105067,10131530,Agg Assault
,,7,18.4,E,THEFT BY SHOPLIFTING          ,1434 W WELLS BRANCH PKWY                                                                            ,78660,2016100795,10-Jan-16,3137595,10134828,Theft
13-Jan-16,N,5,24.21,F,THEFT BY SHOPLIFTING          ,9300 S IH 35 SVRD SB                                                                                ,78748,2016100806,10-Jan-16,3100423,10033116,Theft
5-Feb-16,N,9,3.02,B,AUTO THEFT                    ,4305 DUVAL ST                                                                                       ,78751,2016100890,10-Jan-16,3119609,10084341,Auto Theft
14-Jan-16,N,4,18.21,E,BURGLARY OF RESIDENCE         ,9906 CHUKAR BND                                                                                     ,78758,2016100914,10-Jan-16,3125655,10110238,Burglary
14-Jan-16,N,2,24.02,F,THEFT                         ,401 LITTLE TEXAS LN                                                                                 ,78745,2016100948,10-Jan-16,3105494,10046033,Theft
16-Jan-16,C,8,19.1,D,THEFT BY SHOPLIFTING          ,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746,2016100949,10-Jan-16,3094135,10066586,Theft
16-Jan-16,C,4,15.03,I,THEFT BY SHOPLIFTING          ,6600 MIDDLE FISKVILLE RD                                                                            ,78752,2016100961,10-Jan-16,3124701,10092754,Theft
16-Jan-16,C,1,18.11,I,THEFT                         ,6707 CAMERON RD                                                                                     ,78752,2016100975,10-Jan-16,3129252,10090848,Theft
12-Jan-16,C,1,21.12,I,AGG ASLT STRANGLE/SUFFOCATE   ,1714 PATTON LN                                                                                      ,78723,2016100983,10-Jan-16,3131157,10089625,Agg Assault
13-Jan-16,N,3,20.05,D,AUTO THEFT                    ,3603 SOUTHRIDGE DR                                                                                  ,78704,2016101017,10-Jan-16,3103672,10058133,Auto Theft
13-Jan-16,N,9,7,B,THEFT BY SHOPLIFTING          ,411 W MARTIN LUTHER KING JR BLVD                                                                    ,78701,2016101044,10-Jan-16,3114406,10075568,Theft
12-Jan-16,N,7,18.17,B,THEFT                         ,7950 BURNET RD                                                                                      ,78757,2016101111,10-Jan-16,3117319,10103601,Theft
23-Feb-16,N,7,18.24,E,AUTO THEFT                    ,11601 N LAMAR BLVD                                                                                  ,78753,2016101114,10-Jan-16,3131679,10113634,Auto Theft
