,Zipcode,Population,Median Age,Household Income,Per Capita Income
10069,31716,2791,39.6,43958,20455
10070,31719,11177,32.8,31045,15449
10071,31720,400,28.7,13333,10368
10072,31721,19754,40.3,63030,32325
10073,31722,461,32.8,25208,10770
10074,31730,9715,37.6,39572,18527
10075,31733,1717,46.7,60156,24591
10076,31735,540,55.2,44665,24090
10077,31738,1825,39.3,40081,22986
10078,31743,512,46,27656,14987
10079,31744,2820,37.5,39673,19342
10080,31747,159,41.6,19063,19223
10081,31749,3615,35.5,31818,13270
10082,31750,19181,36.7,33000,16546
10083,31756,1176,47.3,65625,21069
10084,31757,10692,37.1,40685,19265
10085,31763,23350,35.7,55903,23808
10086,31764,1818,41.6,41900,18724
10087,31765,2532,38.9,29643,14292
10088,31768,23902,34.7,33188,18529
10089,31771,6141,34.7,34556,18201
10090,31772,501,39.2,33523,15933
10091,31773,3696,41.9,46570,20026
10092,31774,6321,36.9,34760,15656
10093,31775,3081,29,24479,11589
10094,31778,2711,37.4,35591,19966
10095,31779,10280,35.9,31139,13227
10096,31780,2437,37,30957,18001
10097,31781,1631,42.8,37228,19246
10098,31783,1128,44,38973,16972
10099,31784,765,38.8,32500,19155
10100,31787,1722,26.6,27587,12273
10101,31788,9969,33.9,35545,16748
10102,31789,1667,41,31528,16515
10103,31790,1793,44.1,45438,21639
10104,31791,12479,37.7,37471,19074
10105,31792,23327,38.5,32039,22500
10106,31793,7925,34.2,50576,21620
10107,31794,27053,35,33236,18317
10108,31795,1874,33.1,46378,17457
10109,31796,1270,48.4,33717,17354
10110,31798,740,42.7,48139,21892
10111,31801,2277,38.9,25758,15609
10112,31803,6242,38.4,30926,16732
10113,31804,5355,41.4,80439,32556
10114,31805,3140,34.7,43125,19529
10115,31806,4718,38,34032,16544
10116,31807,1729,40.7,79950,34785
10117,31808,6192,45.7,78405,38806
10118,31810,193,46,38438,20811
10119,31811,5764,37.8,54828,27216
10120,31812,580,45.3,26424,24652
10121,31814,248,45.7,45667,18595
10122,31815,3420,38.7,34071,15771
10123,31816,5459,40.8,30833,18510
10124,31820,8809,38.6,98424,43724
10125,31821,379,62.2,30982,19613
10126,31822,5228,42,44676,27849
10127,31823,735,47.8,53333,23695
10128,31824,1835,42,22487,18669
10129,31825,2205,47.4,27461,16825
10130,31826,2451,38.9,37011,16399
10131,31827,2849,41.8,32708,16550
10132,31829,1483,37.9,96736,33404
10133,31830,2204,45.7,40747,17918
10134,31831,3245,42.3,46745,24023
10135,31832,313,61,49643,24398
10136,31833,6719,40.8,38266,21190
10137,31836,1175,38.5,34265,19816
10138,31901,7996,33.7,18143,14162
10139,31903,20989,30.3,21694,11751
10140,31904,31342,38,45921,29236
10141,31905,18384,21.6,49481,19369
10142,31906,21170,35.3,34146,22991
10143,31907,56912,34.7,41965,19952
10144,31909,32413,36.5,55715,27429
10145,32003,29276,38.7,89815,36355
10146,32008,5127,43.6,34893,19284
10147,32009,2895,40.9,55909,25353
10148,32011,14455,41.7,56629,25220
10149,32024,19192,40.5,38179,19632
10150,32025,22529,36.6,40523,17852
10151,32026,1719,34.1,,934
10152,32033,4352,45.9,57873,30182
10153,32034,30126,49.1,64425,37474
10154,32038,9393,41.3,41191,18569
10155,32040,7738,37.9,54464,23079
10156,32043,23791,39.2,57747,25448
10157,32044,2011,39.4,44813,20374
10158,32046,9370,34.7,45639,19959
10159,32052,9675,36.2,38840,13607
10160,32053,3315,42,33929,21709
10161,32054,12096,39.8,44228,15821
10162,32055,16852,40.2,33908,19518
10163,32058,4986,33.6,50833,17512
10164,32059,2177,31.6,46420,18902
10165,32060,21360,42.8,41440,19991
10166,32061,121,74.1,67500,30133
10167,32062,2414,36.8,35226,20160
10168,32063,13930,34.1,44258,20584
10169,32064,6844,38.7,30048,16563
10170,32065,31590,33.1,64742,24859
10171,32066,7158,34.6,50575,19099
10172,32068,49811,36.3,56374,22929
10173,32071,2174,51.7,34779,17756
10174,32072,71,41.3,47841,12430
10175,32073,39431,38.8,51909,27330
10176,32079,311,79.3,35568,24024
10177,32080,20455,52.8,56903,39192
10178,32081,3516,33.5,85938,36768
10179,32082,28635,48.7,88923,60203
10180,32083,4831,40.4,54632,8087
10181,32084,30526,39.9,39587,22921
10182,32086,24503,44.9,50075,27512
10183,32087,4858,35.9,39402,13887
10184,32091,14677,38.7,39031,18226
10185,32092,26134,36.8,81004,34971
10186,32094,2074,51.6,38047,23609
10187,32095,6457,39.2,54948,27495
10188,32096,2571,41.9,30521,15620
10189,32097,15452,38.3,55939,23966
10190,32102,2300,53.2,33375,21436
10191,32110,7442,44.2,37660,19147
10192,32112,7973,42.6,28280,14462
10193,32113,5594,47.4,36580,19053
10194,32114,33691,30,23433,13789
10195,32117,24616,41.2,30782,18294
10196,32118,16427,53.2,38864,30542
10197,32119,20563,45.7,37324,23775
10198,32124,5138,35.6,61013,22526
10199,32127,28806,49.7,47345,29830
10200,32128,17224,49.4,70368,36811
10201,32129,20276,46.4,41920,23126
10202,32130,6674,35.1,48486,17197
10203,32131,4641,40.8,41815,24862
10204,32132,6580,49,40713,23470
10205,32133,72,72,,
10206,32134,7874,49.2,33955,17953
10207,32136,7449,56.6,47153,31630
10208,32137,36552,53.1,52248,27545
10209,32139,838,56.3,27297,18225
10210,32140,1555,48.8,35313,20850
10211,32141,18316,47.1,48375,23413
10212,32145,5089,39.4,39625,17127
10213,32147,226,18,107719,24214
10214,32148,10488,45.1,32396,17906
10215,32157,407,51,39259,15653
10216,32159,31605,68.4,41158,26174
10217,32162,36887,67.8,53404,35585
10218,32164,41420,40.7,47446,20922
10219,32168,25126,48,49555,26040
10220,32169,9926,59.3,54527,40370
10221,32174,45493,50.9,48391,29636
10222,32176,14561,53.9,43579,37392
10223,32177,28585,37.3,33067,17790
10224,32179,7118,47.1,33037,19250
10225,32180,4236,32.2,33793,15488
10226,32181,2460,45.4,25855,16278
10227,32187,2340,47.4,41444,23300
10228,32189,5582,53,35529,20185
10229,32190,865,36.9,31283,15493
10230,32193,798,60.6,19704,19128
10231,32195,3120,50.7,35542,22601
10232,32202,5933,40.1,15279,13854
10233,32204,6692,37.4,32692,30852
10234,32205,28623,36.9,40199,25183
10235,32206,17805,35.1,25291,15155
10236,32207,32780,38.2,41169,29771
10237,32208,31544,39.5,34095,17995
10238,32209,37017,33.8,22818,13777
10239,32210,57080,35.9,45948,24357
10240,32211,30080,34.8,40345,21920
10241,32212,1830,22.2,51389,21891
10242,32216,32564,35.9,49003,25546
10243,32217,20150,36.9,50562,31466
10244,32218,54445,33.6,52333,21656
10245,32219,11777,37.7,46607,21155
10246,32220,13287,39,52053,22478
10247,32221,27484,36.6,57168,24568
10248,32222,9365,35.1,64058,22936
10249,32223,23867,44.7,77086,42979
10250,32224,36745,31,62118,34039
10251,32225,52659,36.2,65542,30669
10252,32226,14754,37.2,72188,31381
10253,32227,3282,22.5,41250,18747
10254,32228,151,21.8,,27036
10255,32233,22590,36.2,48421,30440
10256,32234,6148,40.8,44728,21297
10257,32244,60398,32.4,48608,21388
10258,32246,46657,33.4,55690,24358
10259,32250,25986,40.9,60541,37396
10260,32254,14447,31.8,27528,13583
10261,32256,38246,32.6,55726,36585
10262,32257,35988,40.1,55630,33521
10263,32258,24816,34.2,79049,32192
10264,32259,36380,37.8,98117,40814
10265,32266,6921,44.2,62407,45221
10266,32277,30115,33,46993,23460
10267,32301,27233,27,37370,21422
10268,32303,48457,27.5,43715,23563
10269,32304,47567,21.6,17973,10117
10270,32305,19722,31.3,35731,17102
10271,32308,20223,41.2,55324,37316
10272,32309,30327,41.7,83868,38356
10273,32310,17456,29.8,31769,17316
10274,32311,17541,37.7,60128,31929
10275,32312,31104,41.6,92740,44105
10276,32317,13703,40.2,93067,36636
10277,32320,3569,34.1,27124,15741
10278,32321,6653,38.7,44432,15260
10279,32322,4124,39.1,36389,14679
10280,32323,148,51.2,21467,27390
10281,32324,5214,44.6,32003,15039
10282,32327,26544,38.5,54547,22049
10283,32328,3288,47.2,51194,30462
10284,32330,993,29,17768,11499
10285,32331,5026,43.9,45746,18465
10286,32332,1876,29.3,24483,10092
10287,32333,10146,46.7,47094,26193
10288,32334,1638,37.7,21799,20486
10289,32336,1388,44,31371,17511
10290,32340,11389,39,34678,14736
10291,32343,2813,41.8,42821,18977
10292,32344,12829,43.6,42140,19642
10293,32346,1736,56.4,56771,26101
10294,32347,8530,40.4,39135,20533
10295,32348,11849,38.3,36875,16295
10296,32350,1676,50.3,44732,21887
10297,32351,19207,34.5,29736,14826
10298,32352,5956,36.5,36146,17320
10299,32355,188,55.6,80568,45136
10300,32356,75,58,21713,25488
10301,32358,1936,46.9,52500,23297
10302,32359,1727,62.1,40511,22643
10303,32361,158,53.9,21979,37244
10304,32399,19,22,,
10305,32401,24156,40,36245,20388
10306,32403,4161,20.9,43261,16733
10307,32404,36463,38.6,51703,22991
10308,32405,30359,36.5,48239,25568
10309,32407,8180,41.4,49207,32114
10310,32408,15268,42.6,48132,33180
10311,32409,8346,37.9,54514,23994
10312,32410,862,49.5,45677,27426
10313,32413,12399,45.8,55711,31166
10314,32420,1832,47.4,43971,22437
10315,32421,4220,35.9,29577,12320
10316,32423,1352,41.7,48542,18322
10317,32424,7997,39.9,29058,13990
10318,32425,14098,41.7,36319,16175
10319,32426,787,45.9,30392,16493
10320,32427,1379,36.1,33750,13197
10321,32428,17211,39.9,37330,18683
10322,32430,1075,48.8,36923,22258
10323,32431,4589,39.7,33802,17687
10324,32432,0,,,
10325,32433,15441,37.8,38511,19344
10326,32435,7414,38.7,29688,19257
10327,32437,555,34.6,25885,12175
10328,32438,3664,37.9,38292,18107
10329,32439,7534,37.4,43222,22328
10330,32440,7204,37.1,30134,13941
10331,32442,3744,39.4,39322,17242
10332,32443,2492,42.2,37378,19090
10333,32444,19073,40.3,62223,28955
10334,32445,2958,38.1,36983,9248
10335,32446,12147,40,58191,25134
10336,32447,388,17.3,,806
10337,32448,8320,47.5,32867,18941
10338,32449,573,32.4,44018,16839
10339,32455,4216,44.7,35469,14952
10340,32456,7577,48.4,45504,25054
10341,32459,11314,45.8,56761,35660
10342,32460,5781,38.9,34059,14275
10343,32461,41,53,250001,
10344,32462,3903,40.9,35724,16860
10345,32463,127,41.1,33750,20520
10346,32464,3691,43.8,32696,16582
10347,32465,8701,37.7,36235,13763
10348,32466,6065,38.7,42331,18906
10349,32501,11964,37.6,25351,17374
10350,32502,3194,45.3,39294,27703
10351,32503,35007,34.1,44124,26552
10352,32504,21710,42.4,47255,30638
10353,32505,26838,35.2,28199,14745
10354,32506,34560,35.1,42225,21359
10355,32507,27704,38,42286,25218
10356,32508,6475,20.5,52240,18705
10357,32509,654,42.4,,19303
10358,32511,889,21.1,,16707
10359,32514,37062,37.5,44375,25502
10360,32526,34991,41.4,50547,24382
10361,32530,328,48.2,35532,17328
10362,32531,5317,41.8,51761,24718
10363,32533,26892,40.1,59646,25492
10364,32534,13078,38.1,43888,22411
10365,32535,6465,39.1,36814,14322
10366,32536,19249,34.5,56013,25330
10367,32539,24442,36.3,48527,20859
10368,32541,15809,39.3,64865,40066
10369,32542,4245,21.3,34425,14974
10370,32544,1741,21.4,48523,21044
10371,32547,33868,35.3,46404,25230
10372,32548,20030,39,47069,26816
10373,32550,5975,52,66875,50130
10374,32561,8622,46.5,82725,46218
10375,32563,23005,42.2,61567,30806
10376,32564,2903,37.4,39563,24302
10377,32565,6007,39,49216,21435
10378,32566,32576,35.8,64772,28769
10379,32567,3293,44.5,41497,18861
10380,32568,2631,46.1,41174,21661
10381,32569,10591,41.7,59648,34243
10382,32570,27884,39.8,44227,22233
10383,32571,29690,38.9,63798,27012
10384,32577,4751,43.6,53889,22834
10385,32578,29600,43.8,72009,35208
10386,32579,10231,44.2,58849,34408
10387,32580,4247,34.2,52411,28070
10388,32583,23962,38.4,51161,22282
10389,32601,18468,23.9,21933,14151
10390,32603,8604,20.9,16309,7950
10391,32605,22715,38.1,64524,37026
10392,32606,22287,38.3,56678,31835
10393,32607,30002,24.5,34722,24593
10394,32608,43720,26.2,33856,26699
10395,32609,18843,33.5,36800,17088
10396,32612,6725,19.1,,1923
10397,32615,14281,45.1,63197,32798
10398,32616,753,41.4,21741,16713
10399,32617,3904,45.9,42137,21717
10400,32618,7408,46,45000,25510
10401,32619,5587,38.1,40266,19713
10402,32621,4997,41.5,25142,14831
10403,32622,1312,46.1,50573,23471
10404,32625,1920,39.2,37407,20421
10405,32626,8805,44.2,34486,18640
10406,32628,4881,37.7,42098,17724
10407,32631,88,61.8,49180,53975
10408,32639,217,58.3,79185,24827
10409,32640,10104,48.2,38056,20078
10410,32641,12978,34.2,29893,14769
10411,32643,9960,40.7,52096,24979
10412,32648,443,27.8,46429,17501
10413,32653,14099,41.7,69326,36661
10414,32656,13399,44.6,45952,23182
10415,32658,217,52.1,87500,31804
10416,32664,319,58,48229,30130
10417,32666,5893,49.1,43504,22575
10418,32667,3709,54,47917,33866
10419,32668,4334,47.7,42045,22566
10420,32669,11147,40.2,53685,29501
10421,32680,10091,47.7,31352,17814
10422,32681,147,47.1,41689,15944
10423,32683,318,28.9,40208,9812
10424,32686,5312,39.1,44731,21671
10425,32692,296,68,58333,32640
10426,32693,12701,38.4,35842,18380
10427,32694,2519,35.8,50833,22970
10428,32696,10649,46.3,41307,21955
10429,32697,287,42.1,37083,7340
10430,32701,21639,40.9,45682,26516
10431,32702,2593,49.9,34829,31736
10432,32703,44477,36.1,47895,24066
10433,32707,35173,38.6,49437,25796
10434,32708,42326,38.4,68824,32058
10435,32709,2858,40.7,55000,20062
10436,32712,40556,38,62972,28855
10437,32713,19328,46,58463,29396
10438,32714,35048,36.1,49904,26073
10439,32720,30703,44.3,43539,22663
10440,32724,31615,42,45003,24143
10441,32725,45290,39.5,47564,20969
10442,32726,20121,44.9,45121,23765
10443,32730,5347,41.4,38691,23901
10444,32732,4544,42.2,58047,25434
10445,32735,3681,45.9,53342,27835
10446,32736,9041,42.4,62112,31712
10447,32738,42800,36.5,54989,21179
10448,32744,3362,44.3,56772,24164
10449,32746,39666,39.2,75515,36460
10450,32750,23254,41.7,60951,28284
10451,32751,20549,41.6,76849,41766
10452,32754,9667,47.2,51955,26093
10453,32757,21646,47,46778,28520
10454,32759,3172,53.2,38701,20709
10455,32763,20934,44,37959,20958
10456,32764,3644,45.5,46150,21866
10457,32765,56515,34.4,70935,30897
10458,32766,15501,35,95783,30580
10459,32767,3024,36.6,27356,14563
10460,32771,46269,35,46984,26964
10461,32773,28724,34.9,46981,20898
10462,32776,9863,42.2,66315,30197
10463,32778,18516,52.2,41276,24988
10464,32779,28229,45,83895,45474
10465,32780,34290,45,44909,26380
10466,32784,10798,41.4,44846,20099
10467,32789,25671,40.5,59816,47376
10468,32792,46540,35,40709,25230
10469,32796,21429,45.3,48145,24132
10470,32798,2504,67.1,36771,24889
10471,32801,9690,39.8,40513,37673
10472,32803,18974,37.8,58675,41227
10473,32804,17106,39.4,58331,41606
10474,32805,22018,35.8,25480,14485
10475,32806,24950,38.9,55864,34946
10476,32807,33229,32.6,38571,18210
10477,32808,50869,30,36317,15217
10478,32809,25435,34.5,38810,19337
10479,32810,31132,34.5,44831,23601
10480,32811,38799,29.9,35190,16897
10481,32812,36250,34.3,48560,25595
10482,32814,4866,33.6,94198,59358
10483,32817,31973,28.6,47584,23172
10484,32818,45836,32.5,43635,18587
10485,32819,24432,39.2,65526,35997
10486,32820,7970,34.2,63368,24409
10487,32821,14839,37.2,45020,23532
10488,32822,53918,32.3,38114,18040
10489,32824,36061,32.4,47773,17974
10490,32825,55325,31.4,54499,23312
10491,32826,25411,23.8,41294,17087
10492,32827,5714,35.9,72670,37322
10493,32828,57707,30,67438,27033
10494,32829,19119,30.5,63996,23739
10495,32830,0,,,
10496,32831,2273,35.6,41111,4845
10497,32832,12847,32.5,76250,30324
10498,32833,9306,36.4,60417,22781
10499,32835,43067,30.9,52595,26908
10500,32836,17217,35.3,90985,43831
10501,32837,52779,33.3,57643,23396
10502,32839,43055,30.9,34539,17707
10503,32901,25095,46.3,32027,20611
10504,32903,13195,45.6,69311,44370
10505,32904,26195,44.6,53523,27363
10506,32905,20793,46.4,35431,23674
10507,32907,42401,39.5,49061,21591
10508,32908,10106,35.7,47868,17535
10509,32909,30430,37.4,46520,21558
10510,32920,9887,51.7,43842,33946
10511,32922,14780,40,24474,18697
10512,32925,1439,22.9,44129,15759
10513,32926,23346,41.5,48822,22978
10514,32927,26971,39.5,55876,23643
10515,32931,13829,54.6,52231,38840
10516,32934,17930,46.8,66497,34618
10517,32935,39550,43.5,42406,24113
10518,32937,25282,47.7,59680,35350
10519,32940,31605,46.5,74704,37029
10520,32948,6805,29.6,38865,13887
10521,32949,2314,52.6,51714,36948
10522,32950,3803,50,65167,30361
10523,32951,11605,53.6,68196,42099
10524,32952,20497,47.4,62590,36429
10525,32953,21601,47.9,56257,31502
10526,32955,35251,43.7,61039,31499
10527,32958,25258,50.5,44113,24622
10528,32960,20383,44.4,32849,22251
10529,32962,21223,46.8,41457,23630
10530,32963,15335,64.3,102500,87038
10531,32966,15235,60.8,42446,30731
10532,32967,19833,38.7,44746,24266
10533,32968,12587,43.3,66011,30735
10534,32970,486,42.8,21071,12265
10535,32976,9172,66.9,32380,22372
10536,33001,198,59.3,58929,37741
10537,33004,14482,44.3,43025,24955
10538,33009,38951,45.7,33258,24622
10539,33010,45339,43.3,23916,12687
10540,33012,73543,43.5,33111,15704
10541,33013,32561,44.4,31074,15147
10542,33014,39809,40.5,38998,19691
10543,33015,60639,34.2,53756,21184
10544,33016,46270,37.9,38700,17980
10545,33018,46171,39.1,50655,19523
10546,33019,14587,47.2,67680,48652
10547,33020,41615,39.3,35602,22319
10548,33021,47832,42,52363,29240
10549,33023,62393,33.7,45518,17018
10550,33024,65286,36.5,50462,21421
10551,33025,55642,32.6,52580,22798
10552,33026,28858,42.1,74795,34743
10553,33027,55611,40,62455,30413
10554,33028,26694,36.9,91962,33801
10555,33029,45075,36.7,89963,30677
10556,33030,32238,28.3,31658,15138
10557,33031,5980,42.7,71625,28927
10558,33032,32660,29.9,46321,18518
10559,33033,47887,30.5,42216,16745
10560,33034,29448,36.2,27802,6763
10561,33035,11832,31.5,54293,20341
10562,33036,3469,52.2,64095,51381
10563,33037,13013,50.7,53808,39735
10564,33039,43,24,,
10565,33040,32004,41.2,52038,30896
10566,33042,5659,50.8,69856,40174
10567,33043,3906,52,59018,31295
10568,33050,9013,45.5,49959,32018
10569,33051,543,64.6,50250,40985
10570,33054,29190,31.1,26283,13000
10571,33055,44141,37,43708,15674
10572,33056,34426,31.6,43671,16175
10573,33060,33658,37.7,37429,21487
10574,33062,23735,55.9,53222,51764
10575,33063,52319,42.6,46309,25624
10576,33064,53968,38.5,42659,23882
10577,33065,50451,36.4,51354,23709
10578,33066,15761,59.5,37438,28407
10579,33067,24877,38.9,93879,40588
10580,33068,49004,32.2,45551,17248
10581,33069,24064,44.8,35965,22340
10582,33070,5171,45.9,61382,40503
10583,33071,38420,37.6,79689,33339
10584,33073,28209,35.7,65555,28693
10585,33076,30649,37.4,111094,46124
10586,33101,0,,,
10587,33109,150,66.2,250001,376207
10588,33122,0,,,
10589,33125,54211,42.3,26019,13460
10590,33126,46057,40.5,34528,17258
10591,33127,31080,31.6,24505,11270
10592,33128,7769,40,19250,12277
10593,33129,13270,40.7,55034,47627
10594,33130,23100,35.8,20891,15773
10595,33131,11546,32.8,74486,62617
10596,33132,6851,35.7,51784,37143
10597,33133,32708,38.9,55229,45518
10598,33134,36689,44.2,52417,36685
10599,33135,35352,43.8,19954,13236
10600,33136,13024,32.5,21250,14557
10601,33137,18848,34.9,43098,27910
10602,33138,27578,39.7,40811,27543
10603,33139,38491,38.2,44838,47373
10604,33140,21076,40,57525,52296
10605,33141,36196,39.9,36770,27111
10606,33142,53523,36.7,23955,11871
10607,33143,30310,38.4,64067,42369
10608,33144,24869,45.1,37556,18624
10609,33145,32113,42.9,40210,22544
10610,33146,15647,21.5,105545,33220
10611,33147,44039,35.9,28586,12684
10612,33149,12158,41.6,114250,69967
10613,33150,26505,35.1,25759,13785
10614,33154,13930,42.2,63949,52440
10615,33155,44260,43.8,53132,25677
10616,33156,30904,39.2,94399,57922
10617,33157,65413,37.7,62845,25998
10618,33158,6712,40.7,134764,50702
10619,33160,36817,48.8,44923,42518
10620,33161,51462,33.4,33662,15386
10621,33162,44527,34.9,41751,16099
10622,33165,55301,45.5,44679,20362
10623,33166,21559,39.3,51400,24991
10624,33167,19096,32.6,37093,14558
10625,33168,26272,33.1,46136,14521
10626,33169,37532,31.9,46322,18905
10627,33170,11340,35.1,40800,16521
10628,33172,37490,37.8,41742,19366
10629,33173,35504,40.9,59755,26985
10630,33174,27630,42.7,36595,17221
10631,33175,53548,42.3,52555,21118
10632,33176,51235,39.8,60501,32067
10633,33177,55118,36.2,59724,18776
10634,33178,40788,33.4,74040,28201
10635,33179,39394,39,46023,23950
10636,33180,31573,44.2,68733,46638
10637,33181,17489,34.2,40534,27984
10638,33182,14639,38.6,73464,25010
10639,33183,35615,40.3,54299,23866
10640,33184,21185,41.1,52873,21693
10641,33185,28088,35.5,83478,25953
10642,33186,69034,35.2,66515,27844
10643,33187,16328,38.8,65087,23784
10644,33189,23750,32.4,51677,21175
10645,33190,10027,29.4,43865,21822
10646,33193,44973,36.9,49468,20290
10647,33194,6904,34.1,75881,18497
10648,33196,43902,34.8,65147,23614
10649,33301,13157,43.1,77598,67732
10650,33304,18075,44,48214,42084
10651,33305,10749,48.6,57105,53263
10652,33306,3160,51.3,66758,64508
10653,33308,28781,54.7,62275,52720
10654,33309,35896,36.4,49164,23595
10655,33311,62566,34.3,31019,14961
10656,33312,50833,37.7,46534,24212
10657,33313,57527,33.4,34876,16079
10658,33314,21156,34.1,41463,20277
10659,33315,11525,41.1,55860,33361
10660,33316,11048,49.3,62332,58887
10661,33317,35539,38.8,62551,28180
10662,33319,44748,41.8,39161,23649
10663,33321,43959,47.9,42413,25982
10664,33322,36208,48.8,44875,29103
10665,33323,18502,38.2,75122,31835
10666,33324,43641,37.1,57845,35769
10667,33325,27177,38.9,75201,33678
10668,33326,30484,38.7,79372,36391
10669,33327,21281,36.1,118036,47404
10670,33328,27775,38.3,75252,35540
10671,33330,13164,40.3,104849,43324
10672,33331,22710,38.8,97874,39933
10673,33332,11770,37.1,106076,41058
10674,33334,28512,39.8,46353,27878
10675,33351,35224,33.9,54521,24001
10676,33401,23198,40.3,42576,31976
10677,33403,11165,36.3,41328,20663
10678,33404,26634,40.4,34685,22833
10679,33405,20561,37.3,46125,25757
10680,33406,25526,35.3,50625,24257
10681,33407,29970,32.5,37974,18834
10682,33408,18168,55.4,56496,51981
10683,33409,30347,32.9,42406,22185
10684,33410,31857,42.8,62974,45019
10685,33411,61413,39.7,64492,29647
10686,33412,14091,44.1,79677,51058
10687,33413,14013,36.5,50125,22411
10688,33414,53073,36.7,77397,34418
10689,33415,42975,35.6,35641,18620
10690,33417,29389,48.4,34396,21313
10691,33418,36100,49.7,78679,57652
10692,33426,19970,43.9,51941,29293
10693,33428,39055,40.4,62134,29271
10694,33430,21815,33.4,28406,13477
10695,33431,17339,41.9,69427,43456
10696,33432,18616,49,59952,59969
10697,33433,42101,48.5,56812,39798
10698,33434,19030,61.5,49978,47678
10699,33435,33355,42,39672,25264
10700,33436,40449,47.3,51348,33216
10701,33437,35660,67.3,53277,35209
10702,33438,354,39.7,26154,14366
10703,33440,19176,30.4,37322,14876
10704,33441,25983,41.4,39210,24786
10705,33442,28721,52.6,39330,28696
10706,33444,19998,38.7,45335,27622
10707,33445,30344,49,48829,33622
10708,33446,22571,68.8,47921,49150
10709,33449,9461,42.5,93542,44624
10710,33455,20041,56.8,51582,41586
10711,33458,48437,39.3,66471,37950
10712,33460,30538,35.3,37694,19086
10713,33461,40642,33.2,36473,17067
10714,33462,30049,39.4,46694,27732
10715,33463,54809,34.5,52145,21090
10716,33467,50208,47.4,66101,35271
10717,33469,13822,53.3,69209,48760
10718,33470,26305,39.5,80735,28995
10719,33471,7371,38,34797,16172
10720,33472,18158,55.7,65662,36628
10721,33473,3975,34.5,117176,50568
10722,33476,8328,27.4,25027,11505
10723,33477,11860,66,75854,73020
10724,33478,11877,43.9,98433,36147
10725,33480,9855,68.7,95347,123782
10726,33483,12945,50.7,69413,71530
10727,33484,23806,71.7,36046,33457
10728,33486,22132,41.4,77606,40324
10729,33487,16781,51.2,64208,46939
10730,33493,4901,33.1,25663,6023
10731,33496,21857,53.5,80840,63330
10732,33498,15473,44.4,87340,43025
10733,33503,8,28.5,,
10734,33510,26910,36.3,53320,25096
10735,33511,52332,33.7,52820,26379
10736,33513,12269,47,37822,17792
10737,33514,2233,32.3,56250,20386
10738,33521,574,45.4,16094,14289
10739,33523,20559,33.1,36478,17908
10740,33525,18471,42.8,44846,23994
10741,33527,14712,30.5,43389,20844
10742,33534,13505,29.5,42296,16858
10743,33538,5914,50.9,31995,22846
10744,33540,9380,49.1,42056,21666
10745,33541,21820,54.6,37631,19645
10746,33542,21204,54.9,31684,19853
10747,33543,22214,35.8,71388,31165
10748,33544,21790,35.6,70802,30249
10749,33545,11862,31.3,69391,25679
10750,33547,19142,36.8,93493,36326
10751,33548,6075,44.2,87188,36527
10752,33549,16665,42.6,63501,31318
10753,33556,20281,42,90826,41271
10754,33558,19581,39.8,72701,36967
10755,33559,15386,33.5,54727,30649
10756,33563,25436,31.2,38655,18186
10757,33565,17944,42.9,48289,22168
10758,33566,20481,34.8,57762,24658
10759,33567,9788,38.4,51405,21767
10760,33569,23344,37.3,71637,28480
10761,33570,19670,36.5,41191,21600
10762,33572,13884,41.5,68937,40031
10763,33573,19871,73,43329,29987
10764,33576,4315,57.7,44007,25332
10765,33578,34261,32.6,59266,25750
10766,33579,20969,34.8,70330,27921
10767,33584,25175,37.5,52843,23645
10768,33585,1262,44.1,52113,28241
10769,33592,10764,41.9,38927,22026
10770,33594,32992,38.1,65607,29628
10771,33596,29432,41,89759,37537
10772,33597,8119,44.6,34640,19516
10773,33598,11562,31.7,39861,18014
10774,33602,11046,36.3,60510,51448
10775,33603,18857,34.7,32832,21214
10776,33604,37448,34.6,36633,19107
10777,33605,16207,35.6,28100,15158
10778,33606,17444,33,62742,48137
10779,33607,22655,35.6,30774,19631
10780,33609,16912,41.2,61004,41507
10781,33610,40041,31.4,30750,15023
10782,33611,29959,40.6,52941,39984
10783,33612,45125,33,30456,17736
10784,33613,32207,30.8,28793,21894
10785,33614,46629,35.1,36864,18665
10786,33615,45729,35.2,45739,23616
10787,33616,13094,33.6,47097,27319
10788,33617,42453,31.4,39551,20727
10789,33618,24607,42.3,60824,36867
10790,33619,33745,34.7,35135,15494
10791,33620,3429,19.3,,1993
10792,33621,1863,21.5,53462,21800
10793,33624,39469,38.6,60596,30266
10794,33625,24742,36.7,61709,27067
10795,33626,26050,35.8,94690,43388
10796,33629,24427,39.6,89019,53835
10797,33634,17889,36.7,45517,22463
10798,33635,14976,35.4,53159,27542
10799,33637,15108,31.7,42208,22827
10800,33647,57577,30.9,71055,35820
10801,33701,13260,49.6,28491,33235
10802,33702,30517,44.3,46551,28410
10803,33703,24456,43,56447,34332
10804,33704,16149,43.6,58669,41089
10805,33705,26820,39.7,34251,20869
10806,33706,16110,52.6,57584,48430
10807,33707,25123,50.5,40868,33113
10808,33708,14565,57.5,50609,38739
10809,33709,24615,48,35476,22849
10810,33710,32648,43.9,49424,25124
10811,33711,19774,37,36197,19980
10812,33712,25606,35.9,37836,20230
10813,33713,29833,40.4,47447,24850
10814,33714,19006,42.2,34671,19696
10815,33715,6660,60.7,68897,52391
10816,33716,13873,33.2,46074,33002
10817,33744,132,79.6,,18542
10818,33755,24610,39.7,34942,18300
