,Zipcode,Population,Median Age,Household Income,Per Capita Income
29315,86445,278,67.2,22344,20291
29316,86502,1587,40.8,16359,7355
29317,86503,9962,29.8,28333,11537
29318,86504,6594,30.2,40360,13498
29319,86505,8381,29,25172,10020
29320,86506,1488,30.5,21184,8088
29321,86507,2132,23.7,17155,7901
29322,86508,930,34.6,18750,9587
29323,86510,4917,27.1,21234,8757
29324,86511,2905,38.4,21615,10047
29325,86512,3022,22.8,32500,9775
29326,86514,2851,38.1,18478,9670
29327,86515,4746,31.4,32241,13215
29328,86520,1884,32.5,14517,8237
29329,86535,1097,26,17500,7494
29330,86538,2270,18,33571,8665
29331,86540,806,28.1,15605,8155
29332,86544,1266,35.7,26607,12003
29333,86545,1564,30.7,24327,10335
29334,86547,1254,19.8,23500,7343
29335,86556,1593,20.1,20000,8509
29336,87001,3595,28,51417,14702
29337,87002,22440,38.1,35970,18483
29338,87004,10555,32.3,42532,19847
29339,87005,592,20.8,31563,10638
29340,87006,621,56,52667,28531
29341,87007,749,30.9,25721,9494
29342,87008,3347,43.4,98013,37755
29343,87010,616,47.6,64286,59665
29344,87011,50,42.4,20909,10472
29345,87012,235,54.9,34375,21664
29346,87013,4574,37.9,25881,12935
29347,87014,697,52.2,50376,24140
29348,87015,12711,43,59580,29396
29349,87016,4042,40.1,38603,16871
29350,87017,464,45.8,42500,18891
29351,87018,387,30.1,18333,8928
29352,87020,11346,38.7,39080,17822
29353,87021,3297,36,27952,12429
29354,87022,561,35.2,25536,16154
29355,87023,342,68,33500,16170
29356,87024,2219,38.7,44813,16051
29357,87025,1038,52.5,67857,37490
29358,87026,4288,33.3,30972,11425
29359,87027,256,64.4,45259,17484
29360,87028,139,55.5,31538,25846
29361,87029,307,54.7,40139,26056
29362,87031,43833,35,41764,19529
29363,87032,138,23.7,,7664
29364,87034,2377,32.7,35050,11340
29365,87035,7775,38.9,30439,15842
29366,87036,1644,44,22688,15063
29367,87037,842,38.6,21250,11820
29368,87038,707,23.4,25547,8921
29369,87040,434,38.4,36528,18697
29370,87041,751,48.9,28750,19164
29371,87042,3719,44.5,47153,25238
29372,87043,5481,54.8,84159,47496
29373,87044,671,31,51544,19731
29374,87045,1115,38.2,16181,9940
29375,87046,23,56,68036,19322
29376,87047,5077,51.4,72708,36464
29377,87048,8975,51.8,91097,41632
29378,87049,800,30.1,23587,15288
29379,87051,462,54.9,31313,16313
29380,87052,3016,25.3,40179,9401
29381,87053,1049,37.7,43000,16328
29382,87056,1596,43.5,80288,26239
29383,87059,9964,45.8,75725,36071
29384,87061,223,58.1,12477,22964
29385,87062,1961,33.8,23382,11455
29386,87063,226,37.8,24943,15448
29387,87064,196,43.6,23214,19181
29388,87068,4544,45.4,60950,28667
29389,87070,48,54.8,45375,25121
29390,87072,426,42.5,29917,15762
29391,87083,449,54.9,64583,35576
29392,87102,20772,34.6,26440,17179
29393,87104,12093,38.9,47561,29692
29394,87105,58179,34.8,37864,16847
29395,87106,25625,29.3,32210,23987
29396,87107,30143,40.1,44141,28002
29397,87108,35930,36.6,29045,19990
29398,87109,40049,37.9,42058,28369
29399,87110,39057,41.9,49215,28515
29400,87111,58125,44.3,62023,38057
29401,87112,43659,40.8,47243,27227
29402,87113,14659,36,62008,33489
29403,87114,61269,33.7,64693,28379
29404,87116,4376,23.1,43271,18536
29405,87117,236,22,,20117
29406,87120,58513,33.3,64448,29298
29407,87121,71242,27.1,43783,15530
29408,87122,18074,46.8,120213,56299
29409,87123,41983,37.7,42364,24851
29410,87124,49507,37.9,53782,26165
29411,87144,36238,33.6,65538,27563
29412,87301,23873,31.2,47806,18899
29413,87305,2889,26.2,28066,10643
29414,87310,830,38,28958,13306
29415,87311,2943,29,19942,8361
29416,87312,353,40.2,25430,10692
29417,87313,5123,25.1,25568,10063
29418,87315,76,89.2,36111,20653
29419,87316,1263,27.4,24063,10851
29420,87317,1717,21.9,25869,9211
29421,87319,2430,26.5,21250,9003
29422,87320,687,19.7,30417,10232
29423,87321,2044,44.5,28750,12132
29424,87322,104,37.7,29000,15336
29425,87323,4033,37.6,26178,11334
29426,87325,2805,36.7,35685,14790
29427,87326,2106,27.1,27105,10163
29428,87327,11706,32.7,30942,10743
29429,87328,3115,19.8,24492,9432
29430,87347,309,41.3,57931,20520
29431,87357,698,22.9,24167,12969
29432,87364,1072,37.1,24286,12103
29433,87375,2795,21.8,25444,9832
29434,87401,45798,30.3,49146,21764
29435,87402,10999,35.1,73074,34843
29436,87410,17017,37.8,55560,24101
29437,87412,1043,36.9,29855,21005
29438,87413,15891,33.5,48382,21962
29439,87415,2233,36.9,73052,27014
29440,87416,4837,31.1,44797,17082
29441,87417,5808,30,49236,19745
29442,87418,1634,30.9,53021,17560
29443,87419,328,55.5,79659,30223
29444,87420,13035,29.4,31304,13267
29445,87421,1807,30.5,46141,15459
29446,87455,1602,37,25472,12037
29447,87461,1314,33.9,23167,11437
29448,87499,354,41,40000,14063
29449,87501,16007,52.5,57902,50002
29450,87505,30267,47,49564,34264
29451,87506,12748,49,69306,44876
29452,87507,45552,33.6,44795,23048
29453,87508,18421,46.4,76697,36138
29454,87510,705,58.7,100204,32710
29455,87511,3347,28.2,49674,16643
29456,87512,192,48,53750,27147
29457,87513,611,30.9,24167,23532
29458,87514,1450,56.2,45496,31283
29459,87515,402,47.9,28518,13165
29460,87516,171,32.8,60625,24919
29461,87517,178,53.6,24042,18683
29462,87518,69,45.1,,
29463,87519,819,27.6,28646,16393
29464,87520,1830,49.2,38542,19302
29465,87521,627,55.3,27500,20349
29466,87522,2994,41.8,36250,17603
29467,87523,368,62.9,20083,11539
29468,87524,107,52.4,12059,10383
29469,87525,23,52.7,31806,50117
29470,87527,788,49.6,17734,24635
29471,87528,3322,28.2,41304,15667
29472,87529,4331,54.4,42279,24257
29473,87530,686,46.1,39568,22203
29474,87531,443,56.2,42660,28291
29475,87532,17923,37.7,42680,21969
29476,87533,134,32.1,43229,19457
29477,87535,698,43.7,37750,22777
29478,87537,3121,32.7,35875,18293
29479,87538,253,51.8,47958,32955
29480,87539,295,38.8,29167,20873
29481,87540,1249,48.2,34598,35391
29482,87543,658,43.9,24891,16704
29483,87544,18040,43.7,104914,49873
29484,87548,1158,31,53155,19143
29485,87549,834,25.6,39207,19468
29486,87551,328,40.3,52589,20752
29487,87552,4119,41,37132,21874
29488,87553,1251,41.2,31300,16747
29489,87554,56,48.8,7727,5343
29490,87556,2192,47.1,30609,20186
29491,87557,6853,38.5,41447,21774
29492,87558,589,47.6,47750,26694
29493,87560,1454,42.3,27188,16904
29494,87562,440,38.8,26944,15085
29495,87564,381,54.1,38816,19280
29496,87565,251,31.1,27361,10590
29497,87566,2888,38.6,41691,17059
29498,87567,1364,37.9,26081,15760
29499,87569,309,50.3,24261,20363
29500,87571,10957,46.3,34137,22735
29501,87573,0,,,
29502,87574,54,51.4,,7341
29503,87575,680,41.1,41964,18097
29504,87577,37,59.4,55938,44238
29505,87578,617,52,35982,24475
29506,87579,815,37.1,21731,13541
29507,87580,589,35.9,33273,19437
29508,87581,119,67.4,11705,13147
29509,87582,1440,41.3,34925,22024
29510,87583,107,62.1,26250,21410
29511,87701,19641,39.1,32176,18984
29512,87710,1777,51.1,45901,26742
29513,87711,850,40.9,26567,17227
29514,87712,79,56,,
29515,87713,146,62.7,28793,34387
29516,87714,1150,48.6,28975,19732
29517,87715,969,37.9,69938,24098
29518,87718,541,47.1,57500,25562
29519,87722,338,62.2,29938,25219
29520,87723,326,44.7,26810,28284
29521,87724,0,,,
29522,87728,379,41.7,22500,16918
29523,87729,107,63,54167,33452
29524,87730,8,71.2,43000,
29525,87731,282,58.7,26957,23984
29526,87732,1438,40.9,44943,30283
29527,87733,231,46.8,33625,19725
29528,87734,148,55.8,45583,21107
29529,87735,38,68.1,,
29530,87736,317,58.2,29844,12562
29531,87740,8002,44,33692,20718
29532,87742,722,53.1,54531,20648
29533,87743,332,55.3,23068,17495
29534,87745,1426,43.6,24573,12116
29535,87746,48,44.5,17656,11473
29536,87747,1723,48.4,38984,19490
29537,87749,20,72,,
29538,87750,48,48.2,,12242
29539,87752,570,45.2,37115,16549
29540,87753,187,66.2,24866,22285
29541,87801,10270,32.4,34605,17696
29542,87820,97,63.9,17313,18461
29543,87821,619,52.1,43826,22316
29544,87823,871,35,91902,43105
29545,87824,242,56.5,69643,29418
29546,87825,2631,37.4,29183,12814
29547,87827,132,60.8,21339,18570
29548,87828,443,48.3,34154,13268
29549,87829,901,57.2,43750,23136
29550,87830,1173,58.4,35284,20574
29551,87831,484,48.2,31250,20753
29552,87832,514,55.9,37188,27271
29553,87901,7051,50,20776,13834
29554,87930,1192,41.7,47920,20053
29555,87931,497,69,55849,26503
29556,87933,72,1.8,,
29557,87935,1228,70,38594,23293
29558,87936,417,40.8,39038,26940
29559,87937,2171,32.6,29167,14439
29560,87939,148,55.8,30875,28199
29561,87940,353,44.8,34500,11458
29562,87941,888,20.4,17407,9527
29563,87942,1010,57.3,29083,15701
29564,87943,396,57.3,7485,27395
29565,88001,37524,28.6,26969,14702
29566,88002,1271,21.7,51397,19603
29567,88003,1044,19.5,,2874
29568,88004,370,37.7,,
29569,88005,27005,36.6,41623,23738
29570,88007,27369,37.6,44709,21680
29571,88008,6272,29.5,50430,21005
29572,88009,153,21.1,25833,9325
29573,88011,25265,41.3,57890,32778
29574,88012,25597,31.6,47439,19169
29575,88020,629,47.6,40313,27528
29576,88021,16936,29.2,27808,12946
29577,88022,1044,56.6,32938,32385
29578,88023,3054,34.3,29087,14791
29579,88024,49,21,2499,7971
29580,88025,393,31.1,46442,17973
29581,88026,1328,42.8,26382,12413
29582,88027,559,37.5,27330,13563
29583,88028,692,38.3,59688,21930
29584,88029,1448,45.2,18393,11016
29585,88030,23802,38.3,31757,16602
29586,88032,119,52.4,14429,7139
29587,88033,15,,,
29588,88034,81,66.5,12083,10688
29589,88038,607,52.4,60265,26723
29590,88039,523,50.7,30139,26015
29591,88040,107,48.8,160509,69527
29592,88041,1098,55.5,34240,24067
29593,88042,297,43.6,63125,24368
29594,88043,1678,41.3,33393,16301
29595,88044,4183,36.7,33889,21716
29596,88045,3941,32,36522,16708
29597,88046,837,36.7,19564,20174
29598,88047,1840,33.2,28875,11820
29599,88048,3631,22.4,27544,9613
29600,88049,197,61.3,59364,37575
29601,88051,3,,,
29602,88052,15,,,
29603,88053,77,60.9,40852,19382
29604,88055,25,68.2,11953,
29605,88056,186,40,16625,10008
29606,88061,18504,46.3,38259,22744
29607,88063,12748,24.6,22828,8204
29608,88065,840,33.1,48444,24090
29609,88072,2524,26,19283,8399
29610,88081,14554,30.1,24481,10401
29611,88101,44140,31.8,40894,20688
29612,88103,295,21.3,,18134
29613,88112,203,38.9,40625,17474
29614,88113,219,40.8,44000,13670
29615,88114,42,65.3,18947,15064
29616,88115,20,43.8,26250,13170
29617,88116,408,58.1,30278,20301
29618,88118,251,35.6,33947,18923
29619,88119,1949,47.7,34036,21080
29620,88120,214,35.5,32396,17049
29621,88121,150,50.5,39333,24146
29622,88124,1108,43.3,29762,21184
29623,88125,60,54.5,46250,29108
29624,88126,39,49.1,44464,20423
29625,88130,18237,28.5,35796,17590
29626,88132,297,43.4,57850,19679
29627,88134,40,79.8,23636,30815
29628,88135,1665,30.1,38214,17462
29629,88136,31,59.5,60938,42416
29630,88201,25362,41.2,42891,23983
29631,88203,31290,31.1,33157,15375
29632,88210,16785,35.5,48072,29304
29633,88220,33973,38.4,47318,24731
29634,88230,5152,31.4,41191,15407
29635,88231,3067,38,48389,25182
29636,88232,2341,31.6,40250,14507
29637,88240,36871,30.9,43901,19884
29638,88242,6084,34.5,66477,27002
29639,88250,138,41.6,32188,30354
29640,88252,2029,42.6,43214,22181
29641,88253,840,36.2,52417,24122
29642,88254,167,71.2,103816,68468
29643,88255,31,84.4,,
29644,88256,1851,36.1,49639,17536
29645,88260,14260,29.5,47704,17955
29646,88262,17,74.3,42250,27747
29647,88263,44,79.4,33421,16843
29648,88264,0,,,
29649,88265,266,44.8,84034,40306
29650,88267,1054,45.9,41050,21891
29651,88268,0,,,
29652,88301,1339,46.2,30708,20466
29653,88310,35994,40.4,41879,23211
29654,88311,1069,42.9,39880,25535
29655,88312,2788,55.3,42148,26174
29656,88314,302,64.8,44559,21425
29657,88316,2546,52.8,43581,25009
29658,88317,1584,53.7,36500,24811
29659,88318,373,53.8,70313,34738
29660,88321,99,56.4,26250,28196
29661,88323,0,,,
29662,88324,248,49.6,47639,31876
29663,88325,865,50.8,29031,16863
29664,88330,3553,22.2,41975,16305
29665,88336,191,57.9,30375,30969
29666,88337,2101,48.9,37521,22504
29667,88338,112,60.4,50435,34833
29668,88339,746,47.9,73125,34251
29669,88340,3743,23.9,25708,9299
29670,88341,256,63.6,41250,27133
29671,88342,21,62.1,,
29672,88343,17,59.9,8500,9759
29673,88344,230,61.3,9659,7803
29674,88345,8835,48.6,48472,29413
29675,88346,3150,39.7,36806,17093
29676,88347,134,63.7,37857,17122
29677,88348,267,54.7,28333,18665
29678,88349,75,53.6,90313,34197
29679,88350,331,53.8,51042,16788
29680,88351,386,31.7,41458,14787
29681,88352,4874,40.5,36289,21334
29682,88353,481,53.7,27083,14155
29683,88354,106,42.1,75598,17095
29684,88355,0,,,
29685,88401,6641,44,28716,17278
29686,88410,94,26.2,57935,22873
29687,88411,75,49.9,43750,28336
29688,88414,57,17.9,18250,5289
29689,88415,3443,44.2,42483,20991
29690,88416,171,64.6,42743,22739
29691,88417,38,,,
29692,88418,398,41.8,29922,15377
29693,88419,318,46.9,38828,21114
29694,88421,0,,,
29695,88422,53,52.2,47321,28289
29696,88424,79,22,56250,15228
29697,88426,1187,50.9,32000,20031
29698,88427,159,52.8,59583,26786
29699,88430,231,38.7,28250,20703
29700,88431,31,58.9,,
29701,88434,573,41.3,45000,18698
29702,88435,3389,36.4,26212,12586
29703,88436,96,50.9,36875,32720
29704,89001,1452,38.5,51858,21189
29705,89002,32853,34.5,81272,31762
29706,89003,1082,51.2,21964,17284
29707,89004,385,43.5,98917,72050
29708,89005,15318,51,59722,38108
29709,89007,1054,26.3,80104,16741
29710,89008,1211,33.9,24939,14160
29711,89010,313,59.1,45893,39179
29712,89011,17341,36.5,58447,30992
29713,89012,27333,43.3,68866,38484
29714,89013,347,56.2,43750,32039
29715,89014,38209,35.1,54430,31391
29716,89015,38944,37.9,55120,25142
29717,89017,153,28.8,74904,28073
29718,89018,5897,34,41769,7113
29719,89019,2172,33.9,35825,20025
29720,89020,1134,40.8,25029,14567
29721,89021,2964,30.6,74271,23619
29722,89022,91,67.1,29569,28573
29723,89025,864,37.6,34726,26739
29724,89026,361,30,,2751
29725,89027,14943,50.9,44587,25200
29726,89029,7226,53.9,38217,24277
29727,89030,51507,26.8,32847,12168
29728,89031,60611,31,66783,24529
29729,89032,40168,31.5,55134,20940
29730,89039,170,66.2,26917,20109
29731,89040,3982,42.6,49650,21191
29732,89042,1169,28.9,29957,14620
29733,89043,1192,35.8,36625,21330
29734,89044,13705,52.9,73371,42089
29735,89045,1864,28.3,76750,25563
29736,89046,383,60.8,42422,21682
29737,89047,159,60.7,21023,27345
29738,89048,20498,51.2,37303,22121
29739,89049,3359,44.4,45136,23933
29740,89052,48182,41.6,80629,43938
29741,89054,125,33.8,50846,16237
29742,89060,10691,49.4,39211,23709
29743,89061,4658,45.9,44722,22876
29744,89074,46392,41.6,69882,36369
29745,89081,27393,30.4,66938,24187
29746,89084,19555,34.9,75482,34378
29747,89085,3936,30.2,81518,27093
29748,89086,3944,26.3,53149,22469
29749,89101,45812,32.1,25839,12428
29750,89102,39054,33,36983,19806
29751,89103,48598,37.5,40047,23761
29752,89104,38730,37.3,36475,17891
29753,89106,27976,29.9,30651,15680
29754,89107,36174,35.1,46695,20074
29755,89108,66804,33.2,47426,21316
29756,89109,7477,41.9,37750,39673
29757,89110,73437,30.1,48464,17723
29758,89113,22751,38.9,70758,45739
29759,89115,61983,25.8,36732,14086
29760,89117,55445,39.9,56941,35614
29761,89118,19326,35.5,53244,28784
29762,89119,43648,35.5,37580,21336
29763,89120,21780,42.6,52873,30636
29764,89121,62611,40.4,44843,23418
29765,89122,44253,35.8,48558,21525
29766,89123,57558,36.7,64517,30401
29767,89124,801,44.3,68563,28048
29768,89128,37319,36.9,58860,30941
29769,89129,51374,37.1,68350,30921
29770,89130,30603,39.9,69972,30745
29771,89131,44719,35.3,86012,33494
29772,89134,25852,61.8,64562,46291
29773,89135,23462,43.4,87656,51547
29774,89138,12614,32.2,98238,40156
29775,89139,30190,31.2,72179,31098
29776,89141,27233,31.9,93481,35979
29777,89142,31472,32.2,57797,20730
29778,89143,11046,30.3,81314,29416
29779,89144,20006,39.8,82537,47474
29780,89145,22784,42.5,58450,32077
29781,89146,19032,37.5,46883,27913
29782,89147,49581,36.6,58907,28056
29783,89148,38131,31.8,67288,31035
29784,89149,30692,33.6,73784,33916
29785,89156,28368,31.3,52002,20196
29786,89161,53,52.5,,10791
29787,89166,7518,29.5,64500,27741
29788,89169,23372,32.1,33777,20860
29789,89178,24565,31.1,87233,34247
29790,89179,1689,29.7,81346,28510
29791,89183,35847,30.1,64953,26961
29792,89191,1075,21.3,34637,18809
29793,89301,6424,42.5,49410,25104
29794,89310,555,30.4,55250,21731
29795,89311,82,63.1,67961,74271
29796,89314,214,39.8,29375,20764
29797,89316,1473,38.7,62663,29302
29798,89317,650,49.1,57594,22703
29799,89318,1952,42.5,35119,17278
29800,89319,599,40.1,53454,22003
29801,89402,0,,,
29802,89403,13706,39.5,52604,22570
29803,89404,0,,,
29804,89405,185,35.1,51310,20066
29805,89406,24904,38.4,52589,24689
29806,89408,18897,38.1,52591,22854
29807,89409,165,48.7,26250,20630
29808,89410,11009,47.2,54730,30943
29809,89411,874,54.3,102955,72588
29810,89412,252,54.6,64625,38231
29811,89413,370,58.8,77422,98915
29812,89414,234,53.5,54856,35291
29813,89415,4143,48.9,35521,22762
29814,89418,243,39.7,56288,28709
29815,89419,5625,40.6,53962,16953
29816,89420,27,59.8,10515,9259
29817,89421,612,49.3,35446,20701
29818,89422,93,70.1,9559,12414
29819,89423,11048,50,68750,35492
29820,89424,267,45.7,37279,21496
29821,89425,650,41.2,36771,12997
29822,89426,209,51.2,90833,52214
29823,89427,497,42.1,28315,15540
29824,89428,180,39.7,78340,30957
29825,89429,7310,49.5,33209,17121
29826,89430,222,43.5,68026,29996
29827,89431,36449,33.9,38470,19164
29828,89433,20228,32.9,45081,17530
29829,89434,25503,40,58470,26171
29830,89436,35267,36.6,81375,33405
29831,89438,0,,,
29832,89439,1457,59.1,62008,86033
29833,89440,734,50.1,77619,34495
29834,89441,11336,38.7,76756,33069
29835,89442,862,37.8,27841,15917
29836,89444,2707,51.3,47879,29365
29837,89445,15486,36.2,60077,26167
29838,89446,0,,,
29839,89447,8828,41.9,40320,19580
29840,89448,1180,56.3,61842,45827
29841,89449,2486,40.9,60245,59917
29842,89450,119,62.6,55781,36510
29843,89451,8228,40.8,81375,56377
29844,89460,13521,44.6,61752,33052
29845,89501,2951,52.3,26925,39224
29846,89502,44671,33.9,34684,19504
29847,89503,28887,32.1,47222,24347
29848,89506,39826,31.8,59071,23144
29849,89508,11804,38.4,66939,27157
29850,89509,33220,44.2,54318,39346
29851,89510,1558,48.2,67361,32285
29852,89511,25127,45.5,86342,55659
29853,89512,24088,30.3,31502,15594
29854,89519,8492,48.4,112285,68208
29855,89521,23681,36.3,77416,35516
29856,89523,31275,36.2,66667,34100
29857,89701,26715,38.7,53165,24251
29858,89702,131,35,,3110
29859,89703,10452,49.4,71239,44917
29860,89704,4517,48.2,76050,38236
29861,89705,5080,41.1,57647,30112
29862,89706,20413,41.2,46423,22874
29863,89801,21715,31.5,69487,28563
29864,89815,14374,34.3,87500,31029
29865,89820,5463,35.9,71064,28082
29866,89821,370,40.7,68250,34083
29867,89822,2838,36.1,71083,26365
29868,89823,16,,,
29869,89825,1131,41.6,32955,13489
29870,89826,102,23.8,150606,45316
29871,89828,293,52.8,56157,33585
29872,89830,231,52.4,39643,26087
29873,89831,25,70,,
29874,89832,1445,32.3,32083,12689
29875,89833,133,62.3,24600,26623
29876,89834,228,25.4,65486,12714
29877,89835,1651,41,53068,25915
29878,89883,4484,25.8,40042,16304
29879,90001,54760,26.6,36386,11725
29880,90002,46509,25.2,31810,11374
29881,90003,66183,25.7,28334,10031
29882,90004,63932,34.9,37839,26677
29883,90005,41178,33.7,32955,18440
29884,90006,57912,32.7,29594,13011
29885,90007,42265,23.5,22049,10690
29886,90008,34429,38.7,37798,23071
29887,90010,3229,42,50288,44244
29888,90011,101523,27.1,30118,9643
29889,90012,29298,36.6,25028,17690
29890,90013,8216,44.6,16284,22550
29891,90014,5204,46.6,12015,21660
29892,90015,17957,30.9,25911,18227
29893,90016,46871,33.4,35858,18154
29894,90017,22401,28.8,21050,14693
29895,90018,48212,31.9,35126,15913
29896,90019,63894,35.9,40727,23689
29897,90020,40596,34.8,39103,26423
29898,90021,2603,48.3,13576,21659
29899,90022,67322,29.5,37262,12945
29900,90023,44706,28.3,33340,10684
29901,90024,49427,23.6,67151,46142
29902,90025,42653,33.9,71947,46895
29903,90026,70052,33.4,45560,24276
29904,90027,45491,38.7,47980,38730
29905,90028,27434,33.9,31415,25289
29906,90029,38563,34.6,36281,18447
29907,90031,39076,33.7,34597,14315
29908,90032,48729,31.9,44759,16410
29909,90033,49102,28.3,29524,11456
29910,90034,59662,32.2,57577,34420
29911,90035,29113,37.5,70273,49807
29912,90036,36124,35.2,72981,51906
29913,90037,60639,28.3,28377,11066
29914,90038,30498,33.4,34723,20434
29915,90039,29262,37.8,64533,36906
29916,90040,12862,30.8,48610,16915
29917,90041,28857,38.3,62700,27285
29918,90042,63424,34.9,53283,22734
29919,90043,44042,38,42379,24187
29920,90044,88164,28,29459,13323
29921,90045,40150,34.6,80311,42390
29922,90046,49212,38,51929,53694
29923,90047,47550,36,43538,20310
29924,90048,20931,38.6,77855,63165
29925,90049,36451,41,113158,98319
29926,90056,8108,48.5,91288,53874
29927,90057,43808,31.7,27155,13485
29928,90058,3484,26.1,16972,8147
29929,90059,40209,25,32455,11308
29930,90061,26952,28.2,34263,12239
29931,90062,30710,33.6,34051,14322
29932,90063,52883,30,38691,13217
29933,90064,25633,39.3,79038,54272
29934,90065,46844,36,56090,25057
29935,90066,56210,37.1,64445,40948
29936,90067,2468,60.9,94107,113408
29937,90068,22048,39.2,72821,70455
29938,90069,19789,43.2,74262,87550
29939,90071,0,,,
29940,90073,560,56.9,,8306
29941,90077,8571,46.8,184338,122537
29942,90079,0,,,
29943,90089,3516,19.2,9219,2608
29944,90090,0,,,
29945,90094,4994,33.1,86579,72771
29946,90095,0,,,
29947,90201,101584,27.3,38482,12166
29948,90210,21719,45.7,129539,114826
29949,90211,8097,38.9,74212,44302
29950,90212,11836,41.3,78575,58476
29951,90220,50741,27.7,42974,14614
29952,90221,51535,26.5,43184,12510
29953,90222,30628,27.9,42622,14193
29954,90230,32019,39.5,68870,38094
29955,90232,15001,39.6,70341,42942
29956,90240,25398,37.3,69032,26864
29957,90241,43558,34.5,57846,23878
29958,90242,42373,32,56831,20415
29959,90245,16597,38.8,88486,46185
29960,90247,46729,35.2,41560,19325
29961,90248,10268,43.7,58692,26333
29962,90249,26735,36.7,57281,24536
29963,90250,93154,31.4,47411,20614
29964,90254,19422,38.3,102289,69857
29965,90255,76137,28.7,37274,12248
29966,90260,34471,32,51864,20546
29967,90262,69643,27.8,43889,12453
29968,90263,1710,20.2,,4119
29969,90265,17822,46.1,127059,90086
29970,90266,34986,39.7,132752,81472
29971,90270,27454,27,38155,12210
29972,90272,22765,47.6,158381,105875
29973,90274,25319,47.9,153621,87175
29974,90275,41712,46.4,116708,58311
29975,90277,34382,42.3,92577,55985
29976,90278,40661,37.4,100776,49162
29977,90280,94586,29.1,41990,14039
29978,90290,6820,44.4,128750,64709
29979,90291,26992,37.4,74046,58514
29980,90292,22152,41.6,100361,76149
29981,90293,12833,38.9,92664,64137
29982,90301,37024,31.9,38115,17287
29983,90302,30729,31.6,43835,21332
29984,90303,26055,29.7,42707,15951
29985,90304,26978,28.4,36732,12337
29986,90305,14107,44.1,65029,33955
29987,90401,6531,38.6,54702,55204
29988,90402,12615,47.8,135081,105526
29989,90403,24770,40.3,71184,61850
29990,90404,20123,38.5,55064,36438
29991,90405,27350,39.5,77642,57032
29992,90501,41290,34.6,57261,26907
29993,90502,16655,40.3,65243,28441
29994,90503,46402,40.9,75102,35643
29995,90504,31463,40.6,71223,31140
29996,90505,35804,43.5,77519,37378
29997,90506,0,,,
29998,90601,32524,35.6,69857,28517
29999,90602,26210,29.6,51789,22531
30000,90603,19199,39.5,83821,33941
30001,90604,40340,33.2,65109,23873
30002,90605,40159,32.4,71592,22940
30003,90606,32929,34.4,60381,19831
30004,90620,43414,38.1,74804,25187
30005,90621,36338,31.2,54607,21385
30006,90623,15402,40.8,84218,34028
30007,90630,47881,39.9,83360,33003
30008,90631,67707,34.1,66985,27610
30009,90638,48922,36.8,81692,28377
30010,90640,62782,33.9,52206,21201
30011,90650,105348,33.5,60090,19379
30012,90660,62994,34.4,55676,18427
30013,90670,15321,35.4,53694,18977
30014,90680,30526,33,53774,21453
30015,90701,16573,37,58534,21392
30016,90703,49537,43.3,87522,32524
30017,90704,4060,36.7,49142,24388
30018,90706,76243,31.9,50244,20591
30019,90710,27672,36.5,56565,24715
30020,90712,31786,36.8,82337,30582
30021,90713,27344,38.8,85131,32809
30022,90715,20662,32.4,68120,24898
30023,90716,14265,28.8,42770,14029
30024,90717,21353,38.2,59856,28862
30025,90720,21360,42.7,90000,43408
30026,90723,54196,28.6,42831,14293
30027,90731,60467,34.5,49226,24318
30028,90732,20300,44.5,91979,42402
30029,90740,23875,58.1,50648,43743
30030,90742,1063,48,69617,59249
30031,90743,277,59.4,100357,77530
30032,90744,56811,27.7,40792,13992
30033,90745,57668,35.7,69330,22373
30034,90746,26021,39,76692,28682
30035,90747,0,,,
30036,90755,10893,37.2,70236,34366
30037,90802,38669,35,45094,31253
30038,90803,30670,41.1,70007,59327
30039,90804,40817,29.4,43489,21454
30040,90805,92627,28.8,44244,16675
30041,90806,42486,29.3,41932,17160
30042,90807,31912,39.6,68254,37947
30043,90808,39848,40,93787,39863
30044,90810,37208,30.6,51123,17477
30045,90813,57602,26.5,30622,12508
30046,90814,18260,37.9,54606,41889
30047,90815,41278,36.3,88024,39031
30048,90822,47,52.5,,40398
30049,90831,0,,,
30050,91001,38113,40.3,86357,40344
30051,91006,32233,41.1,81660,39643
30052,91007,33241,42.1,70455,34041
30053,91008,1271,49.6,103490,58709
30054,91010,24917,39.5,62563,23966
30055,91011,20308,45.3,147481,74173
30056,91016,41385,37,67787,31365
30057,91020,8682,39,68898,34625
30058,91024,10881,48.2,84487,52221
30059,91030,25465,38,84914,50185
30060,91040,20232,40.6,73260,32284
30061,91042,27593,39.2,57922,27692
30062,91046,123,76.9,22656,19449
30063,91101,21121,33.2,55305,39573
30064,91103,27330,38.2,58287,29333
30065,91104,37335,37.8,65458,33336
30066,91105,10548,49.2,116687,78887
30067,91106,25096,34.6,65424,42787
30068,91107,31329,40.7,81294,44393
30069,91108,13281,46.2,157535,78504
30070,91201,23419,40.5,47850,25072
30071,91202,22414,42.5,69265,38029
30072,91203,13016,38.5,40853,21591
30073,91204,15830,38.1,40050,18889
30074,91205,38321,39.6,36741,19025
30075,91206,32674,43.9,55364,34850
30076,91207,10566,42.8,87634,48537
30077,91208,15672,42.2,89663,44567
30078,91210,194,29.8,76250,58939
30079,91214,31642,41.5,87249,36133
30080,91301,25343,43.5,108357,53400
30081,91302,25802,42.6,126958,78835
30082,91303,26308,30.9,46599,19095
